rpm,air_gap_mm,B0_T,fem_torque_Nm,torque_compensation_Nm,torque_Nm
2000,10.00,0.0954324471,0.0229298025,0.0207300000,0.0436598025
2000,10.25,0.0921265026,0.0213686636,0.0207300000,0.0420986636
2000,10.50,0.0889674348,0.0199283036,0.0207300000,0.0406583036
2000,10.75,0.0859475351,0.0185983770,0.0207300000,0.0393283770
2000,11.00,0.0830595421,0.0173694977,0.0207300000,0.0380994977
2000,11.25,0.0802966151,0.0162331451,0.0207300000,0.0369631451
2000,11.50,0.0776523087,0.0151815788,0.0207300000,0.0359115788
2000,11.75,0.0751205491,0.0142077629,0.0207300000,0.0349377629
2000,12.00,0.0726956118,0.0133052974,0.0207300000,0.0340352974
2000,12.25,0.0703720999,0.0124683566,0.0207300000,0.0331983566
2000,12.50,0.0681449248,0.0116916344,0.0207300000,0.0324216344
2000,12.75,0.0660092870,0.0109702943,0.0207300000,0.0317002943
2000,13.00,0.0639606584,0.0102999246,0.0207300000,0.0310299246
2000,13.25,0.0619947661,0.0096764988,0.0207300000,0.0304064988
2000,13.50,0.0601075765,0.0090963388,0.0207300000,0.0298263388
2000,13.75,0.0582952810,0.0085560831,0.0207300000,0.0292860831
2000,14.00,0.0565542822,0.0080526567,0.0207300000,0.0287826567
2100,5.00,0.2095693764,0.1161052814,0.0207300000,0.1368352814
2100,5.25,0.2007356843,0.1065235176,0.0207300000,0.1272535176
2100,5.50,0.1923463792,0.0978057447,0.0207300000,0.1185357447
2100,5.75,0.1843782167,0.0898701680,0.0207300000,0.1106001680
2100,6.00,0.1768089220,0.0826427359,0.0207300000,0.1033727359
2100,6.25,0.1696172066,0.0760564668,0.0207300000,0.0967864668
2100,6.50,0.1627827713,0.0700508177,0.0207300000,0.0907808177
2100,6.75,0.1562862994,0.0645710947,0.0207300000,0.0853010947
2100,7.00,0.1501094410,0.0595679081,0.0207300000,0.0802979081
2100,7.25,0.1442347910,0.0549966697,0.0207300000,0.0757266697
2100,7.50,0.1386458613,0.0508171323,0.0207300000,0.0715471323
2100,7.75,0.1333270508,0.0469929683,0.0207300000,0.0677229683
2100,8.00,0.1282636106,0.0434913867,0.0207300000,0.0642213867
2100,8.25,0.1234416095,0.0402827847,0.0207300000,0.0610127847
2100,8.50,0.1188478973,0.0373404320,0.0207300000,0.0580704320
2100,8.75,0.1144700677,0.0346401858,0.0207300000,0.0553701858
2100,9.00,0.1102964218,0.0321602325,0.0207300000,0.0528902325
2100,9.25,0.1063159319,0.0298808559,0.0207300000,0.0506108559
2100,9.50,0.1025182057,0.0277842275,0.0207300000,0.0485142275
2100,9.75,0.0988934521,0.0258542181,0.0207300000,0.0465842181
2100,10.00,0.0954324471,0.0240762284,0.0207300000,0.0448062284
2100,10.25,0.0921265026,0.0224370369,0.0207300000,0.0431670369
2100,10.50,0.0889674348,0.0209246629,0.0207300000,0.0416546629
2100,10.75,0.0859475351,0.0195282436,0.0207300000,0.0402582436
2100,11.00,0.0830595421,0.0182379239,0.0207300000,0.0389679239
2100,11.25,0.0802966151,0.0170447568,0.0207300000,0.0377747568
2100,11.50,0.0776523087,0.0159406152,0.0207300000,0.0366706152
2100,11.75,0.0751205491,0.0149181112,0.0207300000,0.0356481112
2100,12.00,0.0726956118,0.0139705249,0.0207300000,0.0347005249
2100,12.25,0.0703720999,0.0130917395,0.0207300000,0.0338217395
2100,12.50,0.0681449248,0.0122761834,0.0207300000,0.0330061834
2100,12.75,0.0660092870,0.0115187782,0.0207300000,0.0322487782
2100,13.00,0.0639606584,0.0108148919,0.0207300000,0.0315448919
2100,13.25,0.0619947661,0.0101602966,0.0207300000,0.0308902966
2100,13.50,0.0601075765,0.0095511303,0.0207300000,0.0302811303
2100,13.75,0.0582952810,0.0089838633,0.0207300000,0.0297138633
2100,14.00,0.0565542822,0.0084552669,0.0207300000,0.0291852669
2200,5.00,0.2095693764,0.1216337636,0.0207300000,0.1423637636
2200,5.25,0.2007356843,0.1115957534,0.0207300000,0.1323257534
2200,5.50,0.1923463792,0.1024628741,0.0207300000,0.1231928741
2200,5.75,0.1843782167,0.0941494361,0.0207300000,0.1148794361
2200,6.00,0.1768089220,0.0865778617,0.0207300000,0.1073078617
2200,6.25,0.1696172066,0.0796779801,0.0207300000,0.1004079801
2200,6.50,0.1627827713,0.0733863653,0.0207300000,0.0941163653
2200,6.75,0.1562862994,0.0676457192,0.0207300000,0.0883757192
2200,7.00,0.1501094410,0.0624043003,0.0207300000,0.0831343003
2200,7.25,0.1442347910,0.0576153974,0.0207300000,0.0783453974
2200,7.50,0.1386458613,0.0532368466,0.0207300000,0.0739668466
2200,7.75,0.1333270508,0.0492305908,0.0207300000,0.0699605908
2200,8.00,0.1282636106,0.0455622775,0.0207300000,0.0662922775
2200,8.25,0.1234416095,0.0422008943,0.0207300000,0.0629308943
2200,8.50,0.1188478973,0.0391184382,0.0207300000,0.0598484382
2200,8.75,0.1144700677,0.0362896168,0.0207300000,0.0570196168
2200,9.00,0.1102964218,0.0336915778,0.0207300000,0.0544215778
2200,9.25,0.1063159319,0.0313036662,0.0207300000,0.0520336662
2200,9.50,0.1025182057,0.0291072044,0.0207300000,0.0498372044
2200,9.75,0.0988934521,0.0270852954,0.0207300000,0.0478152954
2200,10.00,0.0954324471,0.0252226448,0.0207300000,0.0459526448
2200,10.25,0.0921265026,0.0235054014,0.0207300000,0.0442354014
2200,10.50,0.0889674348,0.0219210140,0.0207300000,0.0426510140
2200,10.75,0.0859475351,0.0204581027,0.0207300000,0.0411881027
2200,11.00,0.0830595421,0.0191063429,0.0207300000,0.0398363429
2200,11.25,0.0802966151,0.0178563619,0.0207300000,0.0385863619
2200,11.50,0.0776523087,0.0166996453,0.0207300000,0.0374296453
2200,11.75,0.0751205491,0.0156284537,0.0207300000,0.0363584537
2200,12.00,0.0726956118,0.0146357470,0.0207300000,0.0353657470
2200,12.25,0.0703720999,0.0137151172,0.0207300000,0.0344451172
2200,12.50,0.0681449248,0.0128607275,0.0207300000,0.0335907275
2200,12.75,0.0660092870,0.0120672577,0.0207300000,0.0327972577
2200,13.00,0.0639606584,0.0113298551,0.0207300000,0.0320598551
2200,13.25,0.0619947661,0.0106440904,0.0207300000,0.0313740904
2200,13.50,0.0601075765,0.0100059180,0.0207300000,0.0307359180
2200,13.75,0.0582952810,0.0094116399,0.0207300000,0.0301416399
2200,14.00,0.0565542822,0.0088578739,0.0207300000,0.0295878739
2300,5.00,0.2095693764,0.1271621983,0.0207300000,0.1478921983
2300,5.25,0.2007356843,0.1166679457,0.0207300000,0.1373979457
2300,5.50,0.1923463792,0.1071199634,0.0207300000,0.1278499634
2300,5.75,0.1843782167,0.0984286674,0.0207300000,0.1191586674
2300,6.00,0.1768089220,0.0905129537,0.0207300000,0.1112429537
2300,6.25,0.1696172066,0.0832994623,0.0207300000,0.1040294623
2300,6.50,0.1627827713,0.0767218843,0.0207300000,0.0974518843
2300,6.75,0.1562862994,0.0707203173,0.0207300000,0.0914503173
2300,7.00,0.1501094410,0.0652406682,0.0207300000,0.0859706682
2300,7.25,0.1442347910,0.0602341025,0.0207300000,0.0809641025
2300,7.50,0.1386458613,0.0556565401,0.0207300000,0.0763865401
2300,7.75,0.1333270508,0.0514681941,0.0207300000,0.0721981941
2300,8.00,0.1282636106,0.0476331505,0.0207300000,0.0683631505
2300,8.25,0.1234416095,0.0441189874,0.0207300000,0.0648489874
2300,8.50,0.1188478973,0.0408964292,0.0207300000,0.0616264292
2300,8.75,0.1144700677,0.0379390336,0.0207300000,0.0586690336
2300,9.00,0.1102964218,0.0352229099,0.0207300000,0.0559529099
2300,9.25,0.1063159319,0.0327264641,0.0207300000,0.0534564641
2300,9.50,0.1025182057,0.0304301700,0.0207300000,0.0511601700
2300,9.75,0.0988934521,0.0283163622,0.0207300000,0.0490463622
2300,10.00,0.0954324471,0.0263690513,0.0207300000,0.0470990513
2300,10.25,0.0921265026,0.0245737567,0.0207300000,0.0453037567
2300,10.50,0.0889674348,0.0229173566,0.0207300000,0.0436473566
2300,10.75,0.0859475351,0.0213879538,0.0207300000,0.0421179538
2300,11.00,0.0830595421,0.0199747545,0.0207300000,0.0407047545
2300,11.25,0.0802966151,0.0186679600,0.0207300000,0.0393979600
2300,11.50,0.0776523087,0.0174586689,0.0207300000,0.0381886689
2300,11.75,0.0751205491,0.0163387901,0.0207300000,0.0370687901
2300,12.00,0.0726956118,0.0153009634,0.0207300000,0.0360309634
2300,12.25,0.0703720999,0.0143384896,0.0207300000,0.0350684896
2300,12.50,0.0681449248,0.0134452666,0.0207300000,0.0341752666
2300,12.75,0.0660092870,0.0126157324,0.0207300000,0.0333457324
2300,13.00,0.0639606584,0.0118448138,0.0207300000,0.0325748138
2300,13.25,0.0619947661,0.0111278801,0.0207300000,0.0318578801
2300,13.50,0.0601075765,0.0104607018,0.0207300000,0.0311907018
2300,13.75,0.0582952810,0.0098394129,0.0207300000,0.0305694129
2300,14.00,0.0565542822,0.0092604774,0.0207300000,0.0299904774
2400,5.00,0.2095693764,0.1326905833,0.0207300000,0.1534205833
2400,5.25,0.2007356843,0.1217400923,0.0207300000,0.1424700923
2400,5.50,0.1923463792,0.1117770109,0.0207300000,0.1325070109
2400,5.75,0.1843782167,0.1027078602,0.0207300000,0.1234378602
2400,6.00,0.1768089220,0.0944480104,0.0207300000,0.1151780104
2400,6.25,0.1696172066,0.0869209119,0.0207300000,0.1076509119
2400,6.50,0.1627827713,0.0800573733,0.0207300000,0.1007873733
2400,6.75,0.1562862994,0.0737948878,0.0207300000,0.0945248878
2400,7.00,0.1501094410,0.0680770106,0.0207300000,0.0888070106
2400,7.25,0.1442347910,0.0628527841,0.0207300000,0.0835827841
2400,7.50,0.1386458613,0.0580762119,0.0207300000,0.0788062119
2400,7.75,0.1333270508,0.0537057772,0.0207300000,0.0744357772
2400,8.00,0.1282636106,0.0497040048,0.0207300000,0.0704340048
2400,8.25,0.1234416095,0.0460370633,0.0207300000,0.0667670633
2400,8.50,0.1188478973,0.0426744041,0.0207300000,0.0634044041
2400,8.75,0.1144700677,0.0395884356,0.0207300000,0.0603184356
2400,9.00,0.1102964218,0.0367542282,0.0207300000,0.0574842282
2400,9.25,0.1063159319,0.0341492493,0.0207300000,0.0548792493
2400,9.50,0.1025182057,0.0317531236,0.0207300000,0.0524831236
2400,9.75,0.0988934521,0.0295474179,0.0207300000,0.0502774179
2400,10.00,0.0954324471,0.0275154476,0.0207300000,0.0482454476
2400,10.25,0.0921265026,0.0256421024,0.0207300000,0.0463721024
2400,10.50,0.0889674348,0.0239136902,0.0207300000,0.0446436902
2400,10.75,0.0859475351,0.0223177965,0.0207300000,0.0430477965
2400,11.00,0.0830595421,0.0208431582,0.0207300000,0.0415731582
2400,11.25,0.0802966151,0.0194795507,0.0207300000,0.0402095507
2400,11.50,0.0776523087,0.0182176857,0.0207300000,0.0389476857
2400,11.75,0.0751205491,0.0170491200,0.0207300000,0.0377791200
2400,12.00,0.0726956118,0.0159661738,0.0207300000,0.0366961738
2400,12.25,0.0703720999,0.0149618564,0.0207300000,0.0356918564
2400,12.50,0.0681449248,0.0140298005,0.0207300000,0.0347598005
2400,12.75,0.0660092870,0.0131642022,0.0207300000,0.0338942022
2400,13.00,0.0639606584,0.0123597678,0.0207300000,0.0330897678
2400,13.25,0.0619947661,0.0116116654,0.0207300000,0.0323416654
2400,13.50,0.0601075765,0.0109154815,0.0207300000,0.0316454815
2400,13.75,0.0582952810,0.0102671820,0.0207300000,0.0309971820
2400,14.00,0.0565542822,0.0096630772,0.0207300000,0.0303930772
2500,5.00,0.2095693764,0.1382189164,0.0207300000,0.1589489164
2500,5.25,0.2007356843,0.1268121914,0.0207300000,0.1475421914
2500,5.50,0.1923463792,0.1164340147,0.0207300000,0.1371640147
2500,5.75,0.1843782167,0.1069870129,0.0207300000,0.1277170129
2500,6.00,0.1768089220,0.0983830301,0.0207300000,0.1191130301
2500,6.25,0.1696172066,0.0905423276,0.0207300000,0.1112723276
2500,6.50,0.1627827713,0.0833928310,0.0207300000,0.1041228310
2500,6.75,0.1562862994,0.0768694294,0.0207300000,0.0975994294
2500,7.00,0.1501094410,0.0709133263,0.0207300000,0.0916433263
2500,7.25,0.1442347910,0.0654714411,0.0207300000,0.0862014411
2500,7.50,0.1386458613,0.0604958610,0.0207300000,0.0812258610
2500,7.75,0.1333270508,0.0559433393,0.0207300000,0.0766733393
2500,8.00,0.1282636106,0.0517748398,0.0207300000,0.0725048398
2500,8.25,0.1234416095,0.0479551212,0.0207300000,0.0686851212
2500,8.50,0.1188478973,0.0444523624,0.0207300000,0.0651823624
2500,8.75,0.1144700677,0.0412378221,0.0207300000,0.0619678221
2500,9.00,0.1102964218,0.0382855322,0.0207300000,0.0590155322
2500,9.25,0.1063159319,0.0355720212,0.0207300000,0.0563020212
2500,9.50,0.1025182057,0.0330760649,0.0207300000,0.0538060649
2500,9.75,0.0988934521,0.0307784621,0.0207300000,0.0515084621
2500,10.00,0.0954324471,0.0286618331,0.0207300000,0.0493918331
2500,10.25,0.0921265026,0.0267104381,0.0207300000,0.0474404381
2500,10.50,0.0889674348,0.0249100144,0.0207300000,0.0456400144
2500,10.75,0.0859475351,0.0232476304,0.0207300000,0.0439776304
2500,11.00,0.0830595421,0.0217115539,0.0207300000,0.0424415539
2500,11.25,0.0802966151,0.0202911339,0.0207300000,0.0410211339
2500,11.50,0.0776523087,0.0189766954,0.0207300000,0.0397066954
2500,11.75,0.0751205491,0.0177594434,0.0207300000,0.0384894434
2500,12.00,0.0726956118,0.0166313779,0.0207300000,0.0373613779
2500,12.25,0.0703720999,0.0155852173,0.0207300000,0.0363152173
2500,12.50,0.0681449248,0.0146143288,0.0207300000,0.0353443288
2500,12.75,0.0660092870,0.0137126669,0.0207300000,0.0344426669
2500,13.00,0.0639606584,0.0128747170,0.0207300000,0.0336047170
2500,13.25,0.0619947661,0.0120954462,0.0207300000,0.0328254462
2500,13.50,0.0601075765,0.0113702569,0.0207300000,0.0321002569
2500,13.75,0.0582952810,0.0106949471,0.0207300000,0.0314249471
2500,14.00,0.0565542822,0.0100656733,0.0207300000,0.0307956733
