load_torque_Nm;mechanical_power_W
0.01242;4.68439347
0.01243;4.688149431
0.01244;4.691905367
0.01245;4.695661278
0.01246;4.699417163
0.01247;4.703173023
0.01248;4.706928858
0.01249;4.710684668
0.0125;4.714440452
0.01251;4.718196212
0.01252;4.721951945
0.01253;4.725707654
0.01254;4.729463338
0.01255;4.733218996
0.01256;4.736974629
0.01257;4.740730236
0.01258;4.744485819
0.01259;4.748241376
0.0126;4.751996908
0.01261;4.755752415
0.01262;4.759507896
0.01263;4.763263352
0.01264;4.767018783
0.01265;4.770774189
0.01266;4.774529569
0.01267;4.778284925
0.01268;4.782040255
0.01269;4.785795559
0.0127;4.789550839
0.01271;4.793306093
0.01272;4.797061322
0.01273;4.800816526
0.01274;4.804571704
0.01275;4.808326857
0.01276;4.812081985
0.01277;4.815837088
0.01278;4.819592165
0.01279;4.823347218
0.0128;4.827102245
0.01281;4.830857246
0.01282;4.834612223
0.01283;4.838367174
0.01284;4.8421221
0.01285;4.845877001
0.01286;4.849631876
0.01287;4.853386726
0.01288;4.857141551
0.01289;4.860896351
0.0129;4.864651126
0.01291;4.868405875
0.01292;4.872160599
0.01293;4.875915298
0.01294;4.879669971
0.01295;4.883424619
0.01296;4.887179242
0.01297;4.89093384
0.01298;4.894688412
0.01299;4.89844296
0.013;4.902197482
0.01301;4.905951978
0.01302;4.90970645
0.01303;4.913460896
0.01304;4.917215317
0.01305;4.920969713
0.01306;4.924724083
0.01307;4.928478429
0.01308;4.932232749
0.01309;4.935987043
0.0131;4.939741313
0.01311;4.943495557
0.01312;4.947249776
0.01313;4.95100397
0.01314;4.954758138
0.01315;4.958512282
0.01316;4.9622664
0.01317;4.966020492
0.01318;4.96977456
0.01319;4.973528602
0.0132;4.977282619
0.01321;4.981036611
0.01322;4.984790577
0.01323;4.988544519
0.01324;4.992298435
0.01325;4.996052325
0.01326;4.999806191
0.01327;5.003560031
0.01328;5.007313846
0.01329;5.011067636
0.0133;5.014821401
0.01331;5.01857514
0.01332;5.022328854
0.01333;5.026082543
0.01334;5.029836206
0.01335;5.033589844
0.01336;5.037343457
0.01337;5.041097045
0.01338;5.044850608
0.01339;5.048604145
0.0134;5.052357657
0.01341;5.056111144
0.01342;5.059864605
0.01343;5.063618042
0.01344;5.067371453
0.01345;5.071124839
0.01346;5.074878199
0.01347;5.078631534
0.01348;5.082384844
0.01349;5.086138129
0.0135;5.089891389
0.01351;5.093644623
0.01352;5.097397832
0.01353;5.101151016
0.01354;5.104904174
0.01355;5.108657308
0.01356;5.112410416
0.01357;5.116163499
0.01358;5.119916556
0.01359;5.123669588
0.0136;5.127422596
0.01361;5.131175577
0.01362;5.134928534
0.01363;5.138681465
0.01364;5.142434371
0.01365;5.146187252
0.01366;5.149940108
0.01367;5.153692938
0.01368;5.157445743
0.01369;5.161198523
0.0137;5.164951277
0.01371;5.168704007
0.01372;5.172456711
0.01373;5.17620939
0.01374;5.179962043
0.01375;5.183714671
0.01376;5.187467275
0.01377;5.191219852
0.01378;5.194972405
0.01379;5.198724932
0.0138;5.202477434
0.01381;5.206229911
0.01382;5.209982363
0.01383;5.213734789
0.01384;5.21748719
0.01385;5.221239566
0.01386;5.224991917
0.01387;5.228744242
0.01388;5.232496542
0.01389;5.236248817
0.0139;5.240001066
0.01391;5.243753291
0.01392;5.24750549
0.01393;5.251257664
0.01394;5.255009812
0.01395;5.258761936
0.01396;5.262514034
0.01397;5.266266107
0.01398;5.270018154
0.01399;5.273770177
0.014;5.277522174
0.01401;5.281274145
0.01402;5.285026092
0.01403;5.288778013
0.01404;5.29252991
0.01405;5.29628178
0.01406;5.300033626
0.01407;5.303785446
0.01408;5.307537241
0.01409;5.311289011
0.0141;5.315040756
0.01411;5.318792475
0.01412;5.322544169
0.01413;5.326295838
0.01414;5.330047482
0.01415;5.3337991
0.01416;5.337550693
0.01417;5.341302261
0.01418;5.345053804
0.01419;5.348805321
0.0142;5.352556813
0.01421;5.35630828
0.01422;5.360059722
0.01423;5.363811138
0.01424;5.367562529
0.01425;5.371313895
0.01426;5.375065236
0.01427;5.378816551
0.01428;5.382567841
0.01429;5.386319106
0.0143;5.390070346
0.01431;5.39382156
0.01432;5.397572749
0.01433;5.401323913
0.01434;5.405075052
0.01435;5.408826165
0.01436;5.412577253
0.01437;5.416328316
0.01438;5.420079354
0.01439;5.423830366
0.0144;5.427581354
0.01441;5.431332315
0.01442;5.435083252
0.01443;5.438834163
0.01444;5.44258505
0.01445;5.446335911
0.01446;5.450086746
0.01447;5.453837557
0.01448;5.457588342
0.01449;5.461339102
0.0145;5.465089836
0.01451;5.468840546
0.01452;5.47259123
0.01453;5.476341889
0.01454;5.480092522
0.01455;5.483843131
0.01456;5.487593714
0.01457;5.491344272
0.01458;5.495094805
0.01459;5.498845312
0.0146;5.502595794
0.01461;5.506346251
0.01462;5.510096683
0.01463;5.513847089
0.01464;5.51759747
0.01465;5.521347826
0.01466;5.525098157
0.01467;5.528848462
0.01468;5.532598743
0.01469;5.536348997
0.0147;5.540099227
0.01471;5.543849432
0.01472;5.547599611
0.01473;5.551349765
0.01474;5.555099893
0.01475;5.558849997
0.01476;5.562600075
0.01477;5.566350128
0.01478;5.570100156
0.01479;5.573850158
0.0148;5.577600135
0.01481;5.581350087
0.01482;5.585100014
0.01483;5.588849915
0.01484;5.592599791
0.01485;5.596349642
0.01486;5.600099468
0.01487;5.603849269
0.01488;5.607599044
0.01489;5.611348794
0.0149;5.615098518
0.01491;5.618848218
0.01492;5.622597892
0.01493;5.626347541
0.01494;5.630097165
0.01495;5.633846763
0.01496;5.637596336
0.01497;5.641345884
0.01498;5.645095407
0.01499;5.648844905
0.015;5.652594377
0.01501;5.656343824
0.01502;5.660093245
0.01503;5.663842642
0.01504;5.667592013
0.01505;5.671341359
0.01506;5.67509068
0.01507;5.678839975
0.01508;5.682589245
0.01509;5.68633849
0.0151;5.69008771
0.01511;5.693836905
0.01512;5.697586074
0.01513;5.701335218
0.01514;5.705084337
0.01515;5.70883343
0.01516;5.712582498
0.01517;5.716331541
0.01518;5.720080559
0.01519;5.723829551
0.0152;5.727578519
0.01521;5.731327461
0.01522;5.735076377
0.01523;5.738825269
0.01524;5.742574135
0.01525;5.746322976
0.01526;5.750071792
0.01527;5.753820582
0.01528;5.757569348
0.01529;5.761318088
0.0153;5.765066802
0.01531;5.768815492
0.01532;5.772564156
0.01533;5.776312795
0.01534;5.780061409
0.01535;5.783809997
0.01536;5.787558561
0.01537;5.791307099
0.01538;5.795055611
0.01539;5.798804099
0.0154;5.802552561
0.01541;5.806300998
0.01542;5.81004941
0.01543;5.813797796
0.01544;5.817546158
0.01545;5.821294494
0.01546;5.825042804
0.01547;5.82879109
0.01548;5.83253935
0.01549;5.836287585
0.0155;5.840035795
0.01551;5.843783979
0.01552;5.847532139
0.01553;5.851280273
0.01554;5.855028382
0.01555;5.858776465
0.01556;5.862524523
0.01557;5.866272556
0.01558;5.870020564
0.01559;5.873768547
0.0156;5.877516504
0.01561;5.881264436
0.01562;5.885012343
0.01563;5.888760224
0.01564;5.892508081
0.01565;5.896255912
0.01566;5.900003717
0.01567;5.903751498
0.01568;5.907499253
0.01569;5.911246983
0.0157;5.914994688
0.01571;5.918742368
0.01572;5.922490022
0.01573;5.926237651
0.01574;5.929985255
0.01575;5.933732833
0.01576;5.937480387
0.01577;5.941227915
0.01578;5.944975417
0.01579;5.948722895
0.0158;5.952470347
0.01581;5.956217774
0.01582;5.959965176
0.01583;5.963712553
0.01584;5.967459904
0.01585;5.97120723
0.01586;5.974954531
0.01587;5.978701806
0.01588;5.982449057
0.01589;5.986196282
0.0159;5.989943482
0.01591;5.993690656
0.01592;5.997437805
0.01593;6.001184929
0.01594;6.004932028
0.01595;6.008679102
0.01596;6.01242615
0.01597;6.016173173
0.01598;6.019920171
0.01599;6.023667144
0.016;6.027414091
0.01601;6.031161013
0.01602;6.03490791
0.01603;6.038654781
0.01604;6.042401628
0.01605;6.046148449
0.01606;6.049895245
0.01607;6.053642015
0.01608;6.057388761
0.01609;6.061135481
0.0161;6.064882175
0.01611;6.068628845
0.01612;6.072375489
0.01613;6.076122108
0.01614;6.079868702
0.01615;6.083615271
0.01616;6.087361814
0.01617;6.091108332
0.01618;6.094854825
0.01619;6.098601293
0.0162;6.102347735
0.01621;6.106094152
0.01622;6.109840544
0.01623;6.113586911
0.01624;6.117333252
0.01625;6.121079568
0.01626;6.124825859
0.01627;6.128572125
0.01628;6.132318365
0.01629;6.13606458
0.0163;6.13981077
0.01631;6.143556934
0.01632;6.147303074
0.01633;6.151049188
0.01634;6.154795277
0.01635;6.15854134
0.01636;6.162287379
0.01637;6.166033392
0.01638;6.16977938
0.01639;6.173525342
0.0164;6.17727128
0.01641;6.181017192
0.01642;6.184763079
0.01643;6.18850894
0.01644;6.192254777
0.01645;6.196000588
0.01646;6.199746374
0.01647;6.203492134
0.01648;6.20723787
0.01649;6.21098358
0.0165;6.214729265
0.01651;6.218474924
0.01652;6.222220559
0.01653;6.225966168
0.01654;6.229711752
0.01655;6.23345731
0.01656;6.237202844
0.01657;6.240948352
0.01658;6.244693835
0.01659;6.248439292
0.0166;6.252184725
0.01661;6.255930132
0.01662;6.259675514
0.01663;6.26342087
0.01664;6.267166202
0.01665;6.270911508
0.01666;6.274656789
0.01667;6.278402045
0.01668;6.282147275
0.01669;6.28589248
0.0167;6.28963766
0.01671;6.293382815
0.01672;6.297127944
0.01673;6.300873048
0.01674;6.304618127
0.01675;6.308363181
0.01676;6.312108209
0.01677;6.315853212
0.01678;6.31959819
0.01679;6.323343143
0.0168;6.32708807
0.01681;6.330832973
0.01682;6.334577849
0.01683;6.338322701
0.01684;6.342067527
0.01685;6.345812329
0.01686;6.349557105
0.01687;6.353301855
0.01688;6.357046581
0.01689;6.360791281
0.0169;6.364535956
0.01691;6.368280605
0.01692;6.37202523
0.01693;6.375769829
0.01694;6.379514403
0.01695;6.383258952
0.01696;6.387003475
0.01697;6.390747973
0.01698;6.394492446
0.01699;6.398236894
0.017;6.401981316
0.01701;6.405725713
0.01702;6.409470085
0.01703;6.413214432
0.01704;6.416958754
0.01705;6.42070305
0.01706;6.424447321
0.01707;6.428191566
0.01708;6.431935787
0.01709;6.435679982
0.0171;6.439424152
0.01711;6.443168297
0.01712;6.446912416
0.01713;6.45065651
0.01714;6.454400579
0.01715;6.458144623
0.01716;6.461888641
0.01717;6.465632635
0.01718;6.469376603
0.01719;6.473120545
0.0172;6.476864463
0.01721;6.480608355
0.01722;6.484352222
0.01723;6.488096064
0.01724;6.49183988
0.01725;6.495583671
0.01726;6.499327437
0.01727;6.503071178
0.01728;6.506814893
0.01729;6.510558584
0.0173;6.514302249
0.01731;6.518045888
0.01732;6.521789503
0.01733;6.525533092
0.01734;6.529276656
0.01735;6.533020195
0.01736;6.536763708
0.01737;6.540507196
0.01738;6.544250659
0.01739;6.547994097
0.0174;6.55173751
0.01741;6.555480897
0.01742;6.559224259
0.01743;6.562967596
0.01744;6.566710907
0.01745;6.570454193
0.01746;6.574197454
0.01747;6.57794069
0.01748;6.5816839
0.01749;6.585427086
0.0175;6.589170246
0.01751;6.59291338
0.01752;6.59665649
0.01753;6.600399574
0.01754;6.604142633
0.01755;6.607885667
0.01756;6.611628675
0.01757;6.615371659
0.01758;6.619114617
0.01759;6.622857549
0.0176;6.626600457
0.01761;6.630343339
0.01762;6.634086196
0.01763;6.637829028
0.01764;6.641571834
0.01765;6.645314616
0.01766;6.649057372
0.01767;6.652800102
0.01768;6.656542808
0.01769;6.660285488
0.0177;6.664028143
0.01771;6.667770773
0.01772;6.671513377
0.01773;6.675255957
0.01774;6.678998511
0.01775;6.68274104
0.01776;6.686483543
0.01777;6.690226021
0.01778;6.693968474
0.01779;6.697710902
0.0178;6.701453305
0.01781;6.705195682
0.01782;6.708938034
0.01783;6.712680361
0.01784;6.716422662
0.01785;6.720164938
0.01786;6.72390719
0.01787;6.727649415
0.01788;6.731391616
0.01789;6.735133791
0.0179;6.738875941
0.01791;6.742618066
0.01792;6.746360165
0.01793;6.75010224
0.01794;6.753844289
0.01795;6.757586313
0.01796;6.761328311
0.01797;6.765070284
0.01798;6.768812232
0.01799;6.772554155
0.018;6.776296053
0.01801;6.780037925
0.01802;6.783779772
0.01803;6.787521594
0.01804;6.79126339
0.01805;6.795005162
0.01806;6.798746908
0.01807;6.802488629
0.01808;6.806230324
0.01809;6.809971995
0.0181;6.81371364
0.01811;6.817455259
0.01812;6.821196854
0.01813;6.824938423
0.01814;6.828679967
0.01815;6.832421486
0.01816;6.83616298
0.01817;6.839904448
0.01818;6.843645891
0.01819;6.847387309
0.0182;6.851128701
0.01821;6.854870069
0.01822;6.858611411
0.01823;6.862352728
0.01824;6.866094019
0.01825;6.869835286
0.01826;6.873576527
0.01827;6.877317742
0.01828;6.881058933
0.01829;6.884800098
0.0183;6.888541238
0.01831;6.892282353
0.01832;6.896023443
0.01833;6.899764507
0.01834;6.903505546
0.01835;6.90724656
0.01836;6.910987549
0.01837;6.914728512
0.01838;6.91846945
0.01839;6.922210363
0.0184;6.925951251
0.01841;6.929692113
0.01842;6.93343295
0.01843;6.937173762
0.01844;6.940914548
0.01845;6.94465531
0.01846;6.948396046
0.01847;6.952136757
0.01848;6.955877442
0.01849;6.959618103
0.0185;6.963358738
0.01851;6.967099348
0.01852;6.970839932
0.01853;6.974580492
0.01854;6.978321026
0.01855;6.982061535
0.01856;6.985802018
0.01857;6.989542476
0.01858;6.99328291
0.01859;6.997023317
0.0186;7.0007637
0.01861;7.004504057
0.01862;7.00824439
0.01863;7.011984696
0.01864;7.015724978
0.01865;7.019465234
0.01866;7.023205466
0.01867;7.026945671
0.01868;7.030685852
0.01869;7.034426007
0.0187;7.038166137
0.01871;7.041906242
0.01872;7.045646322
0.01873;7.049386376
0.01874;7.053126405
0.01875;7.056866409
0.01876;7.060606388
0.01877;7.064346341
0.01878;7.06808627
0.01879;7.071826172
0.0188;7.07556605
0.01881;7.079305902
0.01882;7.08304573
0.01883;7.086785531
0.01884;7.090525308
0.01885;7.094265059
0.01886;7.098004786
0.01887;7.101744487
0.01888;7.105484162
0.01889;7.109223813
0.0189;7.112963438
0.01891;7.116703038
0.01892;7.120442612
0.01893;7.124182162
0.01894;7.127921686
0.01895;7.131661185
0.01896;7.135400658
0.01897;7.139140107
0.01898;7.14287953
0.01899;7.146618928
0.019;7.1503583
0.01901;7.154097648
0.01902;7.15783697
0.01903;7.161576267
0.01904;7.165315539
0.01905;7.169054785
0.01906;7.172794006
0.01907;7.176533202
0.01908;7.180272373
0.01909;7.184011518
0.0191;7.187750638
0.01911;7.191489733
0.01912;7.195228803
0.01913;7.198967847
0.01914;7.202706867
0.01915;7.20644586
0.01916;7.210184829
0.01917;7.213923773
0.01918;7.217662691
0.01919;7.221401584
0.0192;7.225140451
0.01921;7.228879294
0.01922;7.232618111
0.01923;7.236356903
0.01924;7.24009567
0.01925;7.243834411
0.01926;7.247573127
0.01927;7.251311818
0.01928;7.255050484
0.01929;7.258789124
0.0193;7.262527739
0.01931;7.266266329
0.01932;7.270004894
0.01933;7.273743433
0.01934;7.277481948
0.01935;7.281220437
0.01936;7.2849589
0.01937;7.288697339
0.01938;7.292435752
0.01939;7.29617414
0.0194;7.299912503
0.01941;7.30365084
0.01942;7.307389152
0.01943;7.311127439
0.01944;7.314865701
0.01945;7.318603937
0.01946;7.322342149
0.01947;7.326080335
0.01948;7.329818495
0.01949;7.333556631
0.0195;7.337294741
0.01951;7.341032826
0.01952;7.344770886
0.01953;7.34850892
0.01954;7.352246929
0.01955;7.355984913
0.01956;7.359722872
0.01957;7.363460805
0.01958;7.367198714
0.01959;7.370936597
0.0196;7.374674454
0.01961;7.378412287
0.01962;7.382150094
0.01963;7.385887876
0.01964;7.389625633
0.01965;7.393363364
0.01966;7.39710107
0.01967;7.400838751
0.01968;7.404576407
0.01969;7.408314038
0.0197;7.412051643
0.01971;7.415789223
0.01972;7.419526778
0.01973;7.423264307
0.01974;7.427001811
0.01975;7.43073929
0.01976;7.434476744
0.01977;7.438214173
0.01978;7.441951576
0.01979;7.445688954
0.0198;7.449426307
0.01981;7.453163634
0.01982;7.456900936
0.01983;7.460638213
0.01984;7.464375465
0.01985;7.468112692
0.01986;7.471849893
0.01987;7.475587069
0.01988;7.47932422
0.01989;7.483061345
0.0199;7.486798445
0.01991;7.49053552
0.01992;7.49427257
0.01993;7.498009595
0.01994;7.501746594
0.01995;7.505483568
0.01996;7.509220517
0.01997;7.51295744
0.01998;7.516694338
0.01999;7.520431211
0.02;7.524168059
0.02001;7.527904882
0.02002;7.531641679
0.02003;7.535378451
0.02004;7.539115198
0.02005;7.542851919
0.02006;7.546588616
0.02007;7.550325287
0.02008;7.554061932
0.02009;7.557798553
0.0201;7.561535148
0.02011;7.565271718
0.02012;7.569008263
0.02013;7.572744783
0.02014;7.576481277
0.02015;7.580217746
0.02016;7.58395419
0.02017;7.587690608
0.02018;7.591427001
0.02019;7.59516337
0.0202;7.598899712
0.02021;7.60263603
0.02022;7.606372322
0.02023;7.610108589
0.02024;7.613844831
0.02025;7.617581048
0.02026;7.621317239
0.02027;7.625053405
0.02028;7.628789546
0.02029;7.632525661
0.0203;7.636261752
0.02031;7.639997817
0.02032;7.643733856
0.02033;7.647469871
0.02034;7.65120586
0.02035;7.654941824
0.02036;7.658677763
0.02037;7.662413677
0.02038;7.666149565
0.02039;7.669885428
0.0204;7.673621266
0.02041;7.677357078
0.02042;7.681092866
0.02043;7.684828628
0.02044;7.688564365
0.02045;7.692300076
0.02046;7.696035763
0.02047;7.699771424
0.02048;7.703507059
0.02049;7.70724267
0.0205;7.710978255
0.02051;7.714713815
0.02052;7.71844935
0.02053;7.72218486
0.02054;7.725920344
0.02055;7.729655803
0.02056;7.733391237
0.02057;7.737126646
0.02058;7.740862029
0.02059;7.744597387
0.0206;7.74833272
0.02061;7.752068027
0.02062;7.75580331
0.02063;7.759538567
0.02064;7.763273799
0.02065;7.767009005
0.02066;7.770744187
0.02067;7.774479343
0.02068;7.778214474
0.02069;7.781949579
0.0207;7.78568466
0.02071;7.789419715
0.02072;7.793154744
0.02073;7.796889749
0.02074;7.800624728
0.02075;7.804359683
0.02076;7.808094611
0.02077;7.811829515
0.02078;7.815564393
0.02079;7.819299246
0.0208;7.823034074
0.02081;7.826768877
0.02082;7.830503654
0.02083;7.834238406
0.02084;7.837973133
0.02085;7.841707835
0.02086;7.845442511
0.02087;7.849177162
0.02088;7.852911788
0.02089;7.856646389
0.0209;7.860380964
0.02091;7.864115514
0.02092;7.867850039
0.02093;7.871584539
0.02094;7.875319013
0.02095;7.879053462
0.02096;7.882787886
0.02097;7.886522285
0.02098;7.890256658
0.02099;7.893991006
0.021;7.897725329
0.02101;7.901459627
0.02102;7.905193899
0.02103;7.908928146
0.02104;7.912662368
0.02105;7.916396565
0.02106;7.920130736
0.02107;7.923864882
0.02108;7.927599003
0.02109;7.931333099
0.0211;7.935067169
0.02111;7.938801214
0.02112;7.942535234
0.02113;7.946269229
0.02114;7.950003198
0.02115;7.953737142
0.02116;7.957471061
0.02117;7.961204955
0.02118;7.964938823
0.02119;7.968672667
0.0212;7.972406484
0.02121;7.976140277
0.02122;7.979874045
0.02123;7.983607787
0.02124;7.987341504
0.02125;7.991075195
0.02126;7.994808862
0.02127;7.998542503
0.02128;8.002276119
0.02129;8.006009709
0.0213;8.009743275
0.02131;8.013476815
0.02132;8.01721033
0.02133;8.02094382
0.02134;8.024677284
0.02135;8.028410723
0.02136;8.032144137
0.02137;8.035877526
0.02138;8.039610889
0.02139;8.043344227
0.0214;8.04707754
0.02141;8.050810828
0.02142;8.05454409
0.02143;8.058277328
0.02144;8.062010539
0.02145;8.065743726
0.02146;8.069476888
0.02147;8.073210024
0.02148;8.076943135
0.02149;8.08067622
0.0215;8.084409281
0.02151;8.088142316
0.02152;8.091875326
0.02153;8.095608311
0.02154;8.09934127
0.02155;8.103074204
0.02156;8.106807113
0.02157;8.110539997
0.02158;8.114272855
0.02159;8.118005689
0.0216;8.121738496
0.02161;8.125471279
0.02162;8.129204037
0.02163;8.132936769
0.02164;8.136669476
0.02165;8.140402157
0.02166;8.144134814
0.02167;8.147867445
0.02168;8.151600051
0.02169;8.155332632
0.0217;8.159065187
0.02171;8.162797717
0.02172;8.166530222
0.02173;8.170262702
0.02174;8.173995157
0.02175;8.177727586
0.02176;8.18145999
0.02177;8.185192368
0.02178;8.188924722
0.02179;8.19265705
0.0218;8.196389353
0.02181;8.200121631
0.02182;8.203853883
0.02183;8.207586111
0.02184;8.211318312
0.02185;8.215050489
0.02186;8.218782641
0.02187;8.222514767
0.02188;8.226246868
0.02189;8.229978944
0.0219;8.233710994
0.02191;8.237443019
0.02192;8.241175019
0.02193;8.244906994
0.02194;8.248638944
0.02195;8.252370868
0.02196;8.256102767
0.02197;8.25983464
0.02198;8.263566489
0.02199;8.267298312
0.022;8.27103011
0.02201;8.274761883
0.02202;8.27849363
0.02203;8.282225353
0.02204;8.28595705
0.02205;8.289688721
0.02206;8.293420368
0.02207;8.297151989
0.02208;8.300883585
0.02209;8.304615156
0.0221;8.308346701
0.02211;8.312078222
0.02212;8.315809717
0.02213;8.319541186
0.02214;8.323272631
0.02215;8.32700405
0.02216;8.330735444
0.02217;8.334466813
0.02218;8.338198156
0.02219;8.341929475
0.0222;8.345660768
0.02221;8.349392036
0.02222;8.353123278
0.02223;8.356854495
0.02224;8.360585687
0.02225;8.364316854
0.02226;8.368047996
0.02227;8.371779112
0.02228;8.375510203
0.02229;8.379241269
0.0223;8.382972309
0.02231;8.386703324
0.02232;8.390434315
0.02233;8.394165279
0.02234;8.397896219
0.02235;8.401627133
0.02236;8.405358022
0.02237;8.409088886
0.02238;8.412819724
0.02239;8.416550538
0.0224;8.420281326
0.02241;8.424012089
0.02242;8.427742826
0.02243;8.431473538
0.02244;8.435204225
0.02245;8.438934887
0.02246;8.442665524
0.02247;8.446396135
0.02248;8.450126721
0.02249;8.453857282
0.0225;8.457587817
0.02251;8.461318328
0.02252;8.465048813
0.02253;8.468779273
0.02254;8.472509707
0.02255;8.476240116
0.02256;8.4799705
0.02257;8.483700859
0.02258;8.487431193
0.02259;8.491161501
0.0226;8.494891784
0.02261;8.498622042
0.02262;8.502352275
0.02263;8.506082482
0.02264;8.509812664
0.02265;8.513542821
0.02266;8.517272952
0.02267;8.521003059
0.02268;8.52473314
0.02269;8.528463196
0.0227;8.532193226
0.02271;8.535923231
0.02272;8.539653211
0.02273;8.543383166
0.02274;8.547113096
0.02275;8.550843
0.02276;8.554572879
0.02277;8.558302733
0.02278;8.562032562
0.02279;8.565762365
0.0228;8.569492143
0.02281;8.573221896
0.02282;8.576951623
0.02283;8.580681326
0.02284;8.584411003
0.02285;8.588140655
0.02286;8.591870281
0.02287;8.595599883
0.02288;8.599329459
0.02289;8.60305901
0.0229;8.606788535
0.02291;8.610518036
0.02292;8.614247511
0.02293;8.61797696
0.02294;8.621706385
0.02295;8.625435784
0.02296;8.629165159
0.02297;8.632894507
0.02298;8.636623831
0.02299;8.640353129
0.023;8.644082402
0.02301;8.64781165
0.02302;8.651540873
0.02303;8.65527007
0.02304;8.658999242
0.02305;8.662728389
0.02306;8.666457511
0.02307;8.670186607
0.02308;8.673915678
0.02309;8.677644724
0.0231;8.681373745
0.02311;8.68510274
0.02312;8.68883171
0.02313;8.692560655
0.02314;8.696289575
0.02315;8.700018469
0.02316;8.703747338
0.02317;8.707476182
0.02318;8.711205001
0.02319;8.714933794
0.0232;8.718662562
0.02321;8.722391305
0.02322;8.726120023
0.02323;8.729848715
0.02324;8.733577382
0.02325;8.737306024
0.02326;8.741034641
0.02327;8.744763232
0.02328;8.748491798
0.02329;8.752220339
0.0233;8.755948855
0.02331;8.759677345
0.02332;8.76340581
0.02333;8.76713425
0.02334;8.770862665
0.02335;8.774591054
0.02336;8.778319418
0.02337;8.782047757
0.02338;8.785776071
0.02339;8.789504359
0.0234;8.793232622
0.02341;8.79696086
0.02342;8.800689073
0.02343;8.80441726
0.02344;8.808145423
0.02345;8.811873559
0.02346;8.815601671
0.02347;8.819329757
0.02348;8.823057819
0.02349;8.826785855
0.0235;8.830513865
0.02351;8.834241851
0.02352;8.837969811
0.02353;8.841697746
0.02354;8.845425655
0.02355;8.84915354
0.02356;8.852881399
0.02357;8.856609233
0.02358;8.860337041
0.02359;8.864064825
0.0236;8.867792583
0.02361;8.871520316
0.02362;8.875248024
0.02363;8.878975706
0.02364;8.882703363
0.02365;8.886430995
0.02366;8.890158602
0.02367;8.893886183
0.02368;8.897613739
0.02369;8.90134127
0.0237;8.905068776
0.02371;8.908796257
0.02372;8.912523712
0.02373;8.916251142
0.02374;8.919978546
0.02375;8.923705926
0.02376;8.92743328
0.02377;8.931160609
0.02378;8.934887913
0.02379;8.938615191
0.0238;8.942342444
0.02381;8.946069672
0.02382;8.949796875
0.02383;8.953524052
0.02384;8.957251204
0.02385;8.960978331
0.02386;8.964705433
0.02387;8.96843251
0.02388;8.972159561
0.02389;8.975886587
0.0239;8.979613587
0.02391;8.983340563
0.02392;8.987067513
0.02393;8.990794438
0.02394;8.994521338
0.02395;8.998248212
0.02396;9.001975061
0.02397;9.005701885
0.02398;9.009428684
0.02399;9.013155458
0.024;9.016882206
0.02401;9.020608929
0.02402;9.024335626
0.02403;9.028062299
0.02404;9.031788946
0.02405;9.035515568
0.02406;9.039242165
0.02407;9.042968736
0.02408;9.046695282
0.02409;9.050421803
0.0241;9.054148299
0.02411;9.05787477
0.02412;9.061601215
0.02413;9.065327635
0.02414;9.06905403
0.02415;9.072780399
0.02416;9.076506743
0.02417;9.080233062
0.02418;9.083959356
0.02419;9.087685625
0.0242;9.091411868
0.02421;9.095138086
0.02422;9.098864278
0.02423;9.102590446
0.02424;9.106316588
0.02425;9.110042705
0.02426;9.113768797
0.02427;9.117494863
0.02428;9.121220905
0.02429;9.124946921
0.0243;9.128672911
0.02431;9.132398877
0.02432;9.136124817
0.02433;9.139850732
0.02434;9.143576622
0.02435;9.147302486
0.02436;9.151028326
0.02437;9.15475414
0.02438;9.158479928
0.02439;9.162205692
0.0244;9.16593143
0.02441;9.169657143
0.02442;9.173382831
0.02443;9.177108493
0.02444;9.180834131
0.02445;9.184559743
0.02446;9.18828533
0.02447;9.192010891
0.02448;9.195736427
0.02449;9.199461938
0.0245;9.203187424
0.02451;9.206912885
0.02452;9.21063832
0.02453;9.21436373
0.02454;9.218089115
0.02455;9.221814474
0.02456;9.225539808
0.02457;9.229265118
0.02458;9.232990401
0.02459;9.23671566
0.0246;9.240440893
0.02461;9.244166101
0.02462;9.247891284
0.02463;9.251616441
0.02464;9.255341574
0.02465;9.259066681
0.02466;9.262791763
0.02467;9.266516819
0.02468;9.27024185
0.02469;9.273966856
0.0247;9.277691837
0.02471;9.281416793
0.02472;9.285141723
0.02473;9.288866628
0.02474;9.292591508
0.02475;9.296316362
0.02476;9.300041192
0.02477;9.303765996
0.02478;9.307490775
0.02479;9.311215528
0.0248;9.314940256
0.02481;9.318664959
0.02482;9.322389637
0.02483;9.32611429
0.02484;9.329838917
0.02485;9.333563519
0.02486;9.337288096
0.02487;9.341012648
0.02488;9.344737174
0.02489;9.348461675
0.0249;9.352186151
0.02491;9.355910601
0.02492;9.359635027
0.02493;9.363359427
0.02494;9.367083802
0.02495;9.370808151
0.02496;9.374532475
0.02497;9.378256775
0.02498;9.381981048
0.02499;9.385705297
0.025;9.38942952
0.02501;9.393153718
0.02502;9.396877891
0.02503;9.400602039
0.02504;9.404326161
0.02505;9.408050258
0.02506;9.41177433
0.02507;9.415498377
0.02508;9.419222398
0.02509;9.422946394
0.0251;9.426670365
0.02511;9.43039431
0.02512;9.434118231
0.02513;9.437842126
