load_torque_Nm;current_A
0.0117;0.4651898734
0.01171;0.4653556359
0.01172;0.4655213984
0.01173;0.4656871609
0.01174;0.4658529234
0.01175;0.466018686
0.01176;0.4661844485
0.01177;0.466350211
0.01178;0.4665159735
0.01179;0.466681736
0.0118;0.4668474985
0.01181;0.467013261
0.01182;0.4671790235
0.01183;0.467344786
0.01184;0.4675105485
0.01185;0.467676311
0.01186;0.4678420735
0.01187;0.468007836
0.01188;0.4681735986
0.01189;0.4683393611
0.0119;0.4685051236
0.01191;0.4686708861
0.01192;0.4688366486
0.01193;0.4690024111
0.01194;0.4691681736
0.01195;0.4693339361
0.01196;0.4694996986
0.01197;0.4696654611
0.01198;0.4698312236
0.01199;0.4699969861
0.012;0.4701627486
0.01201;0.4703285112
0.01202;0.4704942737
0.01203;0.4706600362
0.01204;0.4708257987
0.01205;0.4709915612
0.01206;0.4711573237
0.01207;0.4713230862
0.01208;0.4714888487
0.01209;0.4716546112
0.0121;0.4718203737
0.01211;0.4719861362
0.01212;0.4721518987
0.01213;0.4723176612
0.01214;0.4724834237
0.01215;0.4726491863
0.01216;0.4728149488
0.01217;0.4729807113
0.01218;0.4731464738
0.01219;0.4733122363
0.0122;0.4734779988
0.01221;0.4736437613
0.01222;0.4738095238
0.01223;0.4739752863
0.01224;0.4741410488
0.01225;0.4743068113
0.01226;0.4744725738
0.01227;0.4746383363
0.01228;0.4748040989
0.01229;0.4749698614
0.0123;0.4751356239
0.01231;0.4753013864
0.01232;0.4754671489
0.01233;0.4756329114
0.01234;0.4757986739
0.01235;0.4759644364
0.01236;0.4761301989
0.01237;0.4762959614
0.01238;0.4764617239
0.01239;0.4766274864
0.0124;0.4767932489
0.01241;0.4769590115
0.01242;0.477124774
0.01243;0.4772905365
0.01244;0.477456299
0.01245;0.4776220615
0.01246;0.477787824
0.01247;0.4779535865
0.01248;0.478119349
0.01249;0.4782851115
0.0125;0.478450874
0.01251;0.4786166365
0.01252;0.478782399
0.01253;0.4789481615
0.01254;0.4791139241
0.01255;0.4792796866
0.01256;0.4794454491
0.01257;0.4796112116
0.01258;0.4797769741
0.01259;0.4799427366
0.0126;0.4801084991
0.01261;0.4802742616
0.01262;0.4804400241
0.01263;0.4806057866
0.01264;0.4807715491
0.01265;0.4809373116
0.01266;0.4811030741
0.01267;0.4812688366
0.01268;0.4814345992
0.01269;0.4816003617
0.0127;0.4817661242
0.01271;0.4819318867
0.01272;0.4820976492
0.01273;0.4822634117
0.01274;0.4824291742
0.01275;0.4825949367
0.01276;0.4827606992
0.01277;0.4829264617
0.01278;0.4830922242
0.01279;0.4832579867
0.0128;0.4834237492
0.01281;0.4835895118
0.01282;0.4837552743
0.01283;0.4839210368
0.01284;0.4840867993
0.01285;0.4842525618
0.01286;0.4844183243
0.01287;0.4845840868
0.01288;0.4847498493
0.01289;0.4849156118
0.0129;0.4850813743
0.01291;0.4852471368
0.01292;0.4854128993
0.01293;0.4855786618
0.01294;0.4857444244
0.01295;0.4859101869
0.01296;0.4860759494
0.01297;0.4862417119
0.01298;0.4864074744
0.01299;0.4865732369
0.013;0.4867389994
0.01301;0.4869047619
0.01302;0.4870705244
0.01303;0.4872362869
0.01304;0.4874020494
0.01305;0.4875678119
0.01306;0.4877335744
0.01307;0.4878993369
0.01308;0.4880650995
0.01309;0.488230862
0.0131;0.4883966245
0.01311;0.488562387
0.01312;0.4887281495
0.01313;0.488893912
0.01314;0.4890596745
0.01315;0.489225437
0.01316;0.4893911995
0.01317;0.489556962
0.01318;0.4897227245
0.01319;0.489888487
0.0132;0.4900542495
0.01321;0.4902200121
0.01322;0.4903857746
0.01323;0.4905515371
0.01324;0.4907172996
0.01325;0.4908830621
0.01326;0.4910488246
0.01327;0.4912145871
0.01328;0.4913803496
0.01329;0.4915461121
0.0133;0.4917118746
0.01331;0.4918776371
0.01332;0.4920433996
0.01333;0.4922091621
0.01334;0.4923749247
0.01335;0.4925406872
0.01336;0.4927064497
0.01337;0.4928722122
0.01338;0.4930379747
0.01339;0.4932037372
0.0134;0.4933694997
0.01341;0.4935352622
0.01342;0.4937010247
0.01343;0.4938667872
0.01344;0.4940325497
0.01345;0.4941983122
0.01346;0.4943640747
0.01347;0.4945298373
0.01348;0.4946955998
0.01349;0.4948613623
0.0135;0.4950271248
0.01351;0.4951928873
0.01352;0.4953586498
0.01353;0.4955244123
0.01354;0.4956901748
0.01355;0.4958559373
0.01356;0.4960216998
0.01357;0.4961874623
0.01358;0.4963532248
0.01359;0.4965189873
0.0136;0.4966847498
0.01361;0.4968505124
0.01362;0.4970162749
0.01363;0.4971820374
0.01364;0.4973477999
0.01365;0.4975135624
0.01366;0.4976793249
0.01367;0.4978450874
0.01368;0.4980108499
0.01369;0.4981766124
0.0137;0.4983423749
0.01371;0.4985081374
0.01372;0.4986738999
0.01373;0.4988396624
0.01374;0.499005425
0.01375;0.4991711875
0.01376;0.49933695
0.01377;0.4995027125
0.01378;0.499668475
0.01379;0.4998342375
0.0138;0.5
0.01381;0.5001657625
0.01382;0.500331525
0.01383;0.5004972875
0.01384;0.50066305
0.01385;0.5008288125
0.01386;0.500994575
0.01387;0.5011603376
0.01388;0.5013261001
0.01389;0.5014918626
0.0139;0.5016576251
0.01391;0.5018233876
0.01392;0.5019891501
0.01393;0.5021549126
0.01394;0.5023206751
0.01395;0.5024864376
0.01396;0.5026522001
0.01397;0.5028179626
0.01398;0.5029837251
0.01399;0.5031494876
0.014;0.5033152502
0.01401;0.5034810127
0.01402;0.5036467752
0.01403;0.5038125377
0.01404;0.5039783002
0.01405;0.5041440627
0.01406;0.5043098252
0.01407;0.5044755877
0.01408;0.5046413502
0.01409;0.5048071127
0.0141;0.5049728752
0.01411;0.5051386377
0.01412;0.5053044002
0.01413;0.5054701627
0.01414;0.5056359253
0.01415;0.5058016878
0.01416;0.5059674503
0.01417;0.5061332128
0.01418;0.5062989753
0.01419;0.5064647378
0.0142;0.5066305003
0.01421;0.5067962628
0.01422;0.5069620253
0.01423;0.5071277878
0.01424;0.5072935503
0.01425;0.5074593128
0.01426;0.5076250753
0.01427;0.5077908379
0.01428;0.5079566004
0.01429;0.5081223629
0.0143;0.5082881254
0.01431;0.5084538879
0.01432;0.5086196504
0.01433;0.5087854129
0.01434;0.5089511754
0.01435;0.5091169379
0.01436;0.5092827004
0.01437;0.5094484629
0.01438;0.5096142254
0.01439;0.5097799879
0.0144;0.5099457505
0.01441;0.510111513
0.01442;0.5102772755
0.01443;0.510443038
0.01444;0.5106088005
0.01445;0.510774563
0.01446;0.5109403255
0.01447;0.511106088
0.01448;0.5112718505
0.01449;0.511437613
0.0145;0.5116033755
0.01451;0.511769138
0.01452;0.5119349005
0.01453;0.5121006631
0.01454;0.5122664256
0.01455;0.5124321881
0.01456;0.5125979506
0.01457;0.5127637131
0.01458;0.5129294756
0.01459;0.5130952381
0.0146;0.5132610006
0.01461;0.5134267631
0.01462;0.5135925256
0.01463;0.5137582881
0.01464;0.5139240506
0.01465;0.5140898131
0.01466;0.5142555756
0.01467;0.5144213382
0.01468;0.5145871007
0.01469;0.5147528632
0.0147;0.5149186257
0.01471;0.5150843882
0.01472;0.5152501507
0.01473;0.5154159132
0.01474;0.5155816757
0.01475;0.5157474382
0.01476;0.5159132007
0.01477;0.5160789632
0.01478;0.5162447257
0.01479;0.5164104882
0.0148;0.5165762508
0.01481;0.5167420133
0.01482;0.5169077758
0.01483;0.5170735383
0.01484;0.5172393008
0.01485;0.5174050633
0.01486;0.5175708258
0.01487;0.5177365883
0.01488;0.5179023508
0.01489;0.5180681133
0.0149;0.5182338758
0.01491;0.5183996383
0.01492;0.5185654008
0.01493;0.5187311634
0.01494;0.5188969259
0.01495;0.5190626884
0.01496;0.5192284509
0.01497;0.5193942134
0.01498;0.5195599759
0.01499;0.5197257384
0.015;0.5198915009
0.01501;0.5200572634
0.01502;0.5202230259
0.01503;0.5203887884
0.01504;0.5205545509
0.01505;0.5207203134
0.01506;0.5208860759
0.01507;0.5210518385
0.01508;0.521217601
0.01509;0.5213833635
0.0151;0.521549126
0.01511;0.5217148885
0.01512;0.521880651
0.01513;0.5220464135
0.01514;0.522212176
0.01515;0.5223779385
0.01516;0.522543701
0.01517;0.5227094635
0.01518;0.522875226
0.01519;0.5230409885
0.0152;0.5232067511
0.01521;0.5233725136
0.01522;0.5235382761
0.01523;0.5237040386
0.01524;0.5238698011
0.01525;0.5240355636
0.01526;0.5242013261
0.01527;0.5243670886
0.01528;0.5245328511
0.01529;0.5246986136
0.0153;0.5248643761
0.01531;0.5250301386
0.01532;0.5251959011
0.01533;0.5253616637
0.01534;0.5255274262
0.01535;0.5256931887
0.01536;0.5258589512
0.01537;0.5260247137
0.01538;0.5261904762
0.01539;0.5263562387
0.0154;0.5265220012
0.01541;0.5266877637
0.01542;0.5268535262
0.01543;0.5270192887
0.01544;0.5271850512
0.01545;0.5273508137
0.01546;0.5275165763
0.01547;0.5276823388
0.01548;0.5278481013
0.01549;0.5280138638
0.0155;0.5281796263
0.01551;0.5283453888
0.01552;0.5285111513
0.01553;0.5286769138
0.01554;0.5288426763
0.01555;0.5290084388
0.01556;0.5291742013
0.01557;0.5293399638
0.01558;0.5295057263
0.01559;0.5296714888
0.0156;0.5298372514
0.01561;0.5300030139
0.01562;0.5301687764
0.01563;0.5303345389
0.01564;0.5305003014
0.01565;0.5306660639
0.01566;0.5308318264
0.01567;0.5309975889
0.01568;0.5311633514
0.01569;0.5313291139
0.0157;0.5314948764
0.01571;0.5316606389
0.01572;0.5318264014
0.01573;0.531992164
0.01574;0.5321579265
0.01575;0.532323689
0.01576;0.5324894515
0.01577;0.532655214
0.01578;0.5328209765
0.01579;0.532986739
0.0158;0.5331525015
0.01581;0.533318264
0.01582;0.5334840265
0.01583;0.533649789
0.01584;0.5338155515
0.01585;0.533981314
0.01586;0.5341470766
0.01587;0.5343128391
0.01588;0.5344786016
0.01589;0.5346443641
0.0159;0.5348101266
0.01591;0.5349758891
0.01592;0.5351416516
0.01593;0.5353074141
0.01594;0.5354731766
0.01595;0.5356389391
0.01596;0.5358047016
0.01597;0.5359704641
0.01598;0.5361362266
0.01599;0.5363019892
0.016;0.5364677517
0.01601;0.5366335142
0.01602;0.5367992767
0.01603;0.5369650392
0.01604;0.5371308017
0.01605;0.5372965642
0.01606;0.5374623267
0.01607;0.5376280892
0.01608;0.5377938517
0.01609;0.5379596142
0.0161;0.5381253767
0.01611;0.5382911392
0.01612;0.5384569017
0.01613;0.5386226643
0.01614;0.5387884268
0.01615;0.5389541893
0.01616;0.5391199518
0.01617;0.5392857143
0.01618;0.5394514768
0.01619;0.5396172393
0.0162;0.5397830018
0.01621;0.5399487643
0.01622;0.5401145268
0.01623;0.5402802893
0.01624;0.5404460518
0.01625;0.5406118143
0.01626;0.5407775769
0.01627;0.5409433394
0.01628;0.5411091019
0.01629;0.5412748644
0.0163;0.5414406269
0.01631;0.5416063894
0.01632;0.5417721519
0.01633;0.5419379144
0.01634;0.5421036769
0.01635;0.5422694394
0.01636;0.5424352019
0.01637;0.5426009644
0.01638;0.5427667269
0.01639;0.5429324895
0.0164;0.543098252
0.01641;0.5432640145
0.01642;0.543429777
0.01643;0.5435955395
0.01644;0.543761302
0.01645;0.5439270645
0.01646;0.544092827
0.01647;0.5442585895
0.01648;0.544424352
0.01649;0.5445901145
0.0165;0.544755877
0.01651;0.5449216395
0.01652;0.545087402
0.01653;0.5452531646
0.01654;0.5454189271
0.01655;0.5455846896
0.01656;0.5457504521
0.01657;0.5459162146
0.01658;0.5460819771
0.01659;0.5462477396
0.0166;0.5464135021
0.01661;0.5465792646
0.01662;0.5467450271
0.01663;0.5469107896
0.01664;0.5470765521
0.01665;0.5472423146
0.01666;0.5474080772
0.01667;0.5475738397
0.01668;0.5477396022
0.01669;0.5479053647
0.0167;0.5480711272
0.01671;0.5482368897
0.01672;0.5484026522
0.01673;0.5485684147
0.01674;0.5487341772
0.01675;0.5488999397
0.01676;0.5490657022
0.01677;0.5492314647
0.01678;0.5493972272
0.01679;0.5495629898
0.0168;0.5497287523
0.01681;0.5498945148
0.01682;0.5500602773
0.01683;0.5502260398
0.01684;0.5503918023
0.01685;0.5505575648
0.01686;0.5507233273
0.01687;0.5508890898
0.01688;0.5510548523
0.01689;0.5512206148
0.0169;0.5513863773
0.01691;0.5515521398
0.01692;0.5517179024
0.01693;0.5518836649
0.01694;0.5520494274
0.01695;0.5522151899
0.01696;0.5523809524
0.01697;0.5525467149
0.01698;0.5527124774
0.01699;0.5528782399
0.017;0.5530440024
0.01701;0.5532097649
0.01702;0.5533755274
0.01703;0.5535412899
0.01704;0.5537070524
0.01705;0.5538728149
0.01706;0.5540385775
0.01707;0.55420434
0.01708;0.5543701025
0.01709;0.554535865
0.0171;0.5547016275
0.01711;0.55486739
0.01712;0.5550331525
0.01713;0.555198915
0.01714;0.5553646775
0.01715;0.55553044
0.01716;0.5556962025
0.01717;0.555861965
0.01718;0.5560277275
0.01719;0.5561934901
0.0172;0.5563592526
0.01721;0.5565250151
0.01722;0.5566907776
0.01723;0.5568565401
0.01724;0.5570223026
0.01725;0.5571880651
0.01726;0.5573538276
0.01727;0.5575195901
0.01728;0.5576853526
0.01729;0.5578511151
0.0173;0.5580168776
0.01731;0.5581826401
0.01732;0.5583484027
0.01733;0.5585141652
0.01734;0.5586799277
0.01735;0.5588456902
0.01736;0.5590114527
0.01737;0.5591772152
0.01738;0.5593429777
0.01739;0.5595087402
0.0174;0.5596745027
0.01741;0.5598402652
0.01742;0.5600060277
0.01743;0.5601717902
0.01744;0.5603375527
0.01745;0.5605033153
0.01746;0.5606690778
0.01747;0.5608348403
0.01748;0.5610006028
0.01749;0.5611663653
0.0175;0.5613321278
0.01751;0.5614978903
0.01752;0.5616636528
0.01753;0.5618294153
0.01754;0.5619951778
0.01755;0.5621609403
0.01756;0.5623267028
0.01757;0.5624924653
0.01758;0.5626582278
0.01759;0.5628239904
0.0176;0.5629897529
0.01761;0.5631555154
0.01762;0.5633212779
0.01763;0.5634870404
0.01764;0.5636528029
0.01765;0.5638185654
0.01766;0.5639843279
0.01767;0.5641500904
0.01768;0.5643158529
0.01769;0.5644816154
0.0177;0.5646473779
0.01771;0.5648131404
0.01772;0.564978903
0.01773;0.5651446655
0.01774;0.565310428
0.01775;0.5654761905
0.01776;0.565641953
0.01777;0.5658077155
0.01778;0.565973478
0.01779;0.5661392405
0.0178;0.566305003
0.01781;0.5664707655
0.01782;0.566636528
0.01783;0.5668022905
0.01784;0.566968053
0.01785;0.5671338156
0.01786;0.5672995781
0.01787;0.5674653406
0.01788;0.5676311031
0.01789;0.5677968656
0.0179;0.5679626281
0.01791;0.5681283906
0.01792;0.5682941531
0.01793;0.5684599156
0.01794;0.5686256781
0.01795;0.5687914406
0.01796;0.5689572031
0.01797;0.5691229656
0.01798;0.5692887281
0.01799;0.5694544907
0.018;0.5696202532
0.01801;0.5697860157
0.01802;0.5699517782
0.01803;0.5701175407
0.01804;0.5702833032
0.01805;0.5704490657
0.01806;0.5706148282
0.01807;0.5707805907
0.01808;0.5709463532
0.01809;0.5711121157
0.0181;0.5712778782
0.01811;0.5714436407
0.01812;0.5716094033
0.01813;0.5717751658
0.01814;0.5719409283
0.01815;0.5721066908
0.01816;0.5722724533
0.01817;0.5724382158
0.01818;0.5726039783
0.01819;0.5727697408
0.0182;0.5729355033
0.01821;0.5731012658
0.01822;0.5732670283
0.01823;0.5734327908
0.01824;0.5735985533
0.01825;0.5737643159
0.01826;0.5739300784
0.01827;0.5740958409
0.01828;0.5742616034
0.01829;0.5744273659
0.0183;0.5745931284
0.01831;0.5747588909
0.01832;0.5749246534
0.01833;0.5750904159
0.01834;0.5752561784
0.01835;0.5754219409
0.01836;0.5755877034
0.01837;0.5757534659
0.01838;0.5759192285
0.01839;0.576084991
0.0184;0.5762507535
0.01841;0.576416516
0.01842;0.5765822785
0.01843;0.576748041
0.01844;0.5769138035
0.01845;0.577079566
0.01846;0.5772453285
0.01847;0.577411091
0.01848;0.5775768535
0.01849;0.577742616
0.0185;0.5779083785
0.01851;0.578074141
0.01852;0.5782399036
0.01853;0.5784056661
0.01854;0.5785714286
0.01855;0.5787371911
0.01856;0.5789029536
0.01857;0.5790687161
0.01858;0.5792344786
0.01859;0.5794002411
0.0186;0.5795660036
0.01861;0.5797317661
0.01862;0.5798975286
0.01863;0.5800632911
0.01864;0.5802290536
0.01865;0.5803948162
0.01866;0.5805605787
0.01867;0.5807263412
0.01868;0.5808921037
0.01869;0.5810578662
0.0187;0.5812236287
0.01871;0.5813893912
0.01872;0.5815551537
0.01873;0.5817209162
0.01874;0.5818866787
0.01875;0.5820524412
0.01876;0.5822182037
0.01877;0.5823839662
0.01878;0.5825497288
0.01879;0.5827154913
0.0188;0.5828812538
0.01881;0.5830470163
0.01882;0.5832127788
0.01883;0.5833785413
0.01884;0.5835443038
0.01885;0.5837100663
0.01886;0.5838758288
0.01887;0.5840415913
0.01888;0.5842073538
0.01889;0.5843731163
0.0189;0.5845388788
0.01891;0.5847046414
0.01892;0.5848704039
0.01893;0.5850361664
0.01894;0.5852019289
0.01895;0.5853676914
0.01896;0.5855334539
0.01897;0.5856992164
0.01898;0.5858649789
0.01899;0.5860307414
0.019;0.5861965039
0.01901;0.5863622664
0.01902;0.5865280289
0.01903;0.5866937914
0.01904;0.5868595539
0.01905;0.5870253165
0.01906;0.587191079
0.01907;0.5873568415
0.01908;0.587522604
0.01909;0.5876883665
0.0191;0.587854129
0.01911;0.5880198915
0.01912;0.588185654
0.01913;0.5883514165
0.01914;0.588517179
0.01915;0.5886829415
0.01916;0.588848704
0.01917;0.5890144665
0.01918;0.5891802291
0.01919;0.5893459916
0.0192;0.5895117541
0.01921;0.5896775166
0.01922;0.5898432791
0.01923;0.5900090416
0.01924;0.5901748041
0.01925;0.5903405666
0.01926;0.5905063291
0.01927;0.5906720916
0.01928;0.5908378541
0.01929;0.5910036166
0.0193;0.5911693791
0.01931;0.5913351417
0.01932;0.5915009042
0.01933;0.5916666667
0.01934;0.5918324292
0.01935;0.5919981917
0.01936;0.5921639542
0.01937;0.5923297167
0.01938;0.5924954792
0.01939;0.5926612417
0.0194;0.5928270042
0.01941;0.5929927667
0.01942;0.5931585292
0.01943;0.5933242917
0.01944;0.5934900542
0.01945;0.5936558168
0.01946;0.5938215793
0.01947;0.5939873418
0.01948;0.5941531043
0.01949;0.5943188668
0.0195;0.5944846293
0.01951;0.5946503918
0.01952;0.5948161543
0.01953;0.5949819168
0.01954;0.5951476793
0.01955;0.5953134418
0.01956;0.5954792043
0.01957;0.5956449668
0.01958;0.5958107294
0.01959;0.5959764919
0.0196;0.5961422544
0.01961;0.5963080169
0.01962;0.5964737794
0.01963;0.5966395419
0.01964;0.5968053044
0.01965;0.5969710669
0.01966;0.5971368294
0.01967;0.5973025919
0.01968;0.5974683544
0.01969;0.5976341169
0.0197;0.5977998794
0.01971;0.597965642
0.01972;0.5981314045
0.01973;0.598297167
0.01974;0.5984629295
0.01975;0.598628692
0.01976;0.5987944545
0.01977;0.598960217
0.01978;0.5991259795
0.01979;0.599291742
0.0198;0.5994575045
0.01981;0.599623267
0.01982;0.5997890295
0.01983;0.599954792
0.01984;0.6001205546
0.01985;0.6002863171
0.01986;0.6004520796
0.01987;0.6006178421
0.01988;0.6007836046
0.01989;0.6009493671
0.0199;0.6011151296
0.01991;0.6012808921
0.01992;0.6014466546
0.01993;0.6016124171
0.01994;0.6017781796
0.01995;0.6019439421
0.01996;0.6021097046
0.01997;0.6022754671
0.01998;0.6024412297
0.01999;0.6026069922
0.02;0.6027727547
0.02001;0.6029385172
0.02002;0.6031042797
0.02003;0.6032700422
0.02004;0.6034358047
0.02005;0.6036015672
0.02006;0.6037673297
0.02007;0.6039330922
0.02008;0.6040988547
0.02009;0.6042646172
0.0201;0.6044303797
0.02011;0.6045961423
0.02012;0.6047619048
0.02013;0.6049276673
0.02014;0.6050934298
0.02015;0.6052591923
0.02016;0.6054249548
0.02017;0.6055907173
0.02018;0.6057564798
0.02019;0.6059222423
0.0202;0.6060880048
0.02021;0.6062537673
0.02022;0.6064195298
0.02023;0.6065852923
0.02024;0.6067510549
0.02025;0.6069168174
0.02026;0.6070825799
0.02027;0.6072483424
0.02028;0.6074141049
0.02029;0.6075798674
0.0203;0.6077456299
0.02031;0.6079113924
0.02032;0.6080771549
0.02033;0.6082429174
0.02034;0.6084086799
0.02035;0.6085744424
0.02036;0.6087402049
0.02037;0.6089059675
0.02038;0.60907173
0.02039;0.6092374925
0.0204;0.609403255
0.02041;0.6095690175
0.02042;0.60973478
0.02043;0.6099005425
0.02044;0.610066305
0.02045;0.6102320675
0.02046;0.61039783
0.02047;0.6105635925
0.02048;0.610729355
0.02049;0.6108951175
0.0205;0.61106088
0.02051;0.6112266426
0.02052;0.6113924051
0.02053;0.6115581676
0.02054;0.6117239301
0.02055;0.6118896926
0.02056;0.6120554551
0.02057;0.6122212176
0.02058;0.6123869801
0.02059;0.6125527426
0.0206;0.6127185051
0.02061;0.6128842676
0.02062;0.6130500301
0.02063;0.6132157926
0.02064;0.6133815552
0.02065;0.6135473177
0.02066;0.6137130802
0.02067;0.6138788427
0.02068;0.6140446052
0.02069;0.6142103677
0.0207;0.6143761302
0.02071;0.6145418927
0.02072;0.6147076552
0.02073;0.6148734177
0.02074;0.6150391802
0.02075;0.6152049427
0.02076;0.6153707052
0.02077;0.6155364678
0.02078;0.6157022303
0.02079;0.6158679928
0.0208;0.6160337553
0.02081;0.6161995178
0.02082;0.6163652803
0.02083;0.6165310428
0.02084;0.6166968053
0.02085;0.6168625678
0.02086;0.6170283303
0.02087;0.6171940928
0.02088;0.6173598553
0.02089;0.6175256178
0.0209;0.6176913803
0.02091;0.6178571429
0.02092;0.6180229054
0.02093;0.6181886679
0.02094;0.6183544304
0.02095;0.6185201929
0.02096;0.6186859554
0.02097;0.6188517179
0.02098;0.6190174804
0.02099;0.6191832429
0.021;0.6193490054
0.02101;0.6195147679
0.02102;0.6196805304
0.02103;0.6198462929
0.02104;0.6200120555
0.02105;0.620177818
0.02106;0.6203435805
0.02107;0.620509343
0.02108;0.6206751055
0.02109;0.620840868
0.0211;0.6210066305
0.02111;0.621172393
0.02112;0.6213381555
0.02113;0.621503918
0.02114;0.6216696805
0.02115;0.621835443
0.02116;0.6220012055
0.02117;0.6221669681
0.02118;0.6223327306
0.02119;0.6224984931
0.0212;0.6226642556
0.02121;0.6228300181
0.02122;0.6229957806
0.02123;0.6231615431
0.02124;0.6233273056
0.02125;0.6234930681
0.02126;0.6236588306
0.02127;0.6238245931
0.02128;0.6239903556
0.02129;0.6241561181
0.0213;0.6243218807
0.02131;0.6244876432
0.02132;0.6246534057
0.02133;0.6248191682
0.02134;0.6249849307
0.02135;0.6251506932
0.02136;0.6253164557
0.02137;0.6254822182
0.02138;0.6256479807
0.02139;0.6258137432
0.0214;0.6259795057
0.02141;0.6261452682
0.02142;0.6263110307
0.02143;0.6264767932
0.02144;0.6266425558
0.02145;0.6268083183
0.02146;0.6269740808
0.02147;0.6271398433
0.02148;0.6273056058
0.02149;0.6274713683
0.0215;0.6276371308
0.02151;0.6278028933
0.02152;0.6279686558
0.02153;0.6281344183
0.02154;0.6283001808
0.02155;0.6284659433
0.02156;0.6286317058
0.02157;0.6287974684
0.02158;0.6289632309
0.02159;0.6291289934
0.0216;0.6292947559
0.02161;0.6294605184
0.02162;0.6296262809
0.02163;0.6297920434
0.02164;0.6299578059
0.02165;0.6301235684
0.02166;0.6302893309
0.02167;0.6304550934
0.02168;0.6306208559
0.02169;0.6307866184
0.0217;0.630952381
0.02171;0.6311181435
0.02172;0.631283906
0.02173;0.6314496685
0.02174;0.631615431
0.02175;0.6317811935
0.02176;0.631946956
0.02177;0.6321127185
0.02178;0.632278481
0.02179;0.6324442435
0.0218;0.632610006
0.02181;0.6327757685
0.02182;0.632941531
0.02183;0.6331072936
0.02184;0.6332730561
0.02185;0.6334388186
0.02186;0.6336045811
0.02187;0.6337703436
0.02188;0.6339361061
0.02189;0.6341018686
0.0219;0.6342676311
0.02191;0.6344333936
0.02192;0.6345991561
0.02193;0.6347649186
0.02194;0.6349306811
0.02195;0.6350964436
0.02196;0.6352622061
0.02197;0.6354279687
0.02198;0.6355937312
0.02199;0.6357594937
0.022;0.6359252562
0.02201;0.6360910187
0.02202;0.6362567812
0.02203;0.6364225437
0.02204;0.6365883062
0.02205;0.6367540687
0.02206;0.6369198312
0.02207;0.6370855937
0.02208;0.6372513562
0.02209;0.6374171187
0.0221;0.6375828813
0.02211;0.6377486438
0.02212;0.6379144063
0.02213;0.6380801688
0.02214;0.6382459313
0.02215;0.6384116938
0.02216;0.6385774563
0.02217;0.6387432188
0.02218;0.6389089813
0.02219;0.6390747438
0.0222;0.6392405063
0.02221;0.6394062688
0.02222;0.6395720313
0.02223;0.6397377939
0.02224;0.6399035564
0.02225;0.6400693189
0.02226;0.6402350814
0.02227;0.6404008439
0.02228;0.6405666064
0.02229;0.6407323689
0.0223;0.6408981314
0.02231;0.6410638939
0.02232;0.6412296564
0.02233;0.6413954189
0.02234;0.6415611814
0.02235;0.6417269439
0.02236;0.6418927064
0.02237;0.642058469
0.02238;0.6422242315
0.02239;0.642389994
0.0224;0.6425557565
0.02241;0.642721519
0.02242;0.6428872815
0.02243;0.643053044
0.02244;0.6432188065
0.02245;0.643384569
0.02246;0.6435503315
0.02247;0.643716094
0.02248;0.6438818565
0.02249;0.644047619
0.0225;0.6442133816
0.02251;0.6443791441
0.02252;0.6445449066
0.02253;0.6447106691
0.02254;0.6448764316
0.02255;0.6450421941
0.02256;0.6452079566
0.02257;0.6453737191
0.02258;0.6455394816
0.02259;0.6457052441
0.0226;0.6458710066
0.02261;0.6460367691
0.02262;0.6462025316
0.02263;0.6463682942
0.02264;0.6465340567
0.02265;0.6466998192
0.02266;0.6468655817
0.02267;0.6470313442
0.02268;0.6471971067
0.02269;0.6473628692
0.0227;0.6475286317
0.02271;0.6476943942
0.02272;0.6478601567
0.02273;0.6480259192
0.02274;0.6481916817
0.02275;0.6483574442
0.02276;0.6485232068
0.02277;0.6486889693
0.02278;0.6488547318
0.02279;0.6490204943
0.0228;0.6491862568
0.02281;0.6493520193
0.02282;0.6495177818
0.02283;0.6496835443
0.02284;0.6498493068
0.02285;0.6500150693
0.02286;0.6501808318
0.02287;0.6503465943
0.02288;0.6505123568
0.02289;0.6506781193
0.0229;0.6508438819
0.02291;0.6510096444
0.02292;0.6511754069
0.02293;0.6513411694
0.02294;0.6515069319
0.02295;0.6516726944
0.02296;0.6518384569
0.02297;0.6520042194
0.02298;0.6521699819
0.02299;0.6523357444
0.023;0.6525015069
0.02301;0.6526672694
0.02302;0.6528330319
0.02303;0.6529987945
0.02304;0.653164557
0.02305;0.6533303195
0.02306;0.653496082
0.02307;0.6536618445
0.02308;0.653827607
0.02309;0.6539933695
0.0231;0.654159132
0.02311;0.6543248945
0.02312;0.654490657
0.02313;0.6546564195
0.02314;0.654822182
0.02315;0.6549879445
0.02316;0.6551537071
0.02317;0.6553194696
0.02318;0.6554852321
0.02319;0.6556509946
0.0232;0.6558167571
0.02321;0.6559825196
0.02322;0.6561482821
0.02323;0.6563140446
0.02324;0.6564798071
0.02325;0.6566455696
0.02326;0.6568113321
0.02327;0.6569770946
0.02328;0.6571428571
0.02329;0.6573086197
0.0233;0.6574743822
0.02331;0.6576401447
0.02332;0.6578059072
0.02333;0.6579716697
0.02334;0.6581374322
0.02335;0.6583031947
0.02336;0.6584689572
0.02337;0.6586347197
0.02338;0.6588004822
0.02339;0.6589662447
0.0234;0.6591320072
0.02341;0.6592977697
0.02342;0.6594635322
0.02343;0.6596292948
0.02344;0.6597950573
0.02345;0.6599608198
