load_torque_Nm;efficiency_percent
0.01264;41.31396357
0.01265;41.33225954
0.01266;41.35054269
0.01267;41.36881303
0.01268;41.38707056
0.01269;41.40531531
0.0127;41.42354729
0.01271;41.44176651
0.01272;41.45997298
0.01273;41.47816671
0.01274;41.49634773
0.01275;41.51451604
0.01276;41.53267165
0.01277;41.55081458
0.01278;41.56894484
0.01279;41.58706245
0.0128;41.60516741
0.01281;41.62325975
0.01282;41.64133947
0.01283;41.65940658
0.01284;41.67746111
0.01285;41.69550306
0.01286;41.71353244
0.01287;41.73154927
0.01288;41.74955356
0.01289;41.76754533
0.0129;41.78552458
0.01291;41.80349133
0.01292;41.8214456
0.01293;41.83938739
0.01294;41.85731671
0.01295;41.87523359
0.01296;41.89313804
0.01297;41.91103005
0.01298;41.92890966
0.01299;41.94677687
0.013;41.96463169
0.01301;41.98247414
0.01302;42.00030423
0.01303;42.01812197
0.01304;42.03592738
0.01305;42.05372046
0.01306;42.07150124
0.01307;42.08926971
0.01308;42.1070259
0.01309;42.12476982
0.0131;42.14250148
0.01311;42.16022089
0.01312;42.17792807
0.01313;42.19562302
0.01314;42.21330576
0.01315;42.23097631
0.01316;42.24863467
0.01317;42.26628086
0.01318;42.28391488
0.01319;42.30153676
0.0132;42.3191465
0.01321;42.33674412
0.01322;42.35432963
0.01323;42.37190303
0.01324;42.38946435
0.01325;42.4070136
0.01326;42.42455078
0.01327;42.44207592
0.01328;42.45958901
0.01329;42.47709008
0.0133;42.49457914
0.01331;42.51205619
0.01332;42.52952126
0.01333;42.54697435
0.01334;42.56441547
0.01335;42.58184464
0.01336;42.59926187
0.01337;42.61666717
0.01338;42.63406055
0.01339;42.65144203
0.0134;42.66881161
0.01341;42.68616932
0.01342;42.70351515
0.01343;42.72084913
0.01344;42.73817126
0.01345;42.75548156
0.01346;42.77278004
0.01347;42.79006671
0.01348;42.80734158
0.01349;42.82460467
0.0135;42.84185598
0.01351;42.85909553
0.01352;42.87632333
0.01353;42.89353939
0.01354;42.91074373
0.01355;42.92793635
0.01356;42.94511727
0.01357;42.96228649
0.01358;42.97944404
0.01359;42.99658992
0.0136;43.01372414
0.01361;43.03084672
0.01362;43.04795766
0.01363;43.06505699
0.01364;43.0821447
0.01365;43.09922081
0.01366;43.11628534
0.01367;43.1333383
0.01368;43.15037969
0.01369;43.16740953
0.0137;43.18442783
0.01371;43.2014346
0.01372;43.21842985
0.01373;43.23541359
0.01374;43.25238585
0.01375;43.26934662
0.01376;43.28629591
0.01377;43.30323375
0.01378;43.32016014
0.01379;43.33707509
0.0138;43.35397862
0.01381;43.37087073
0.01382;43.38775144
0.01383;43.40462076
0.01384;43.42147869
0.01385;43.43832526
0.01386;43.45516047
0.01387;43.47198433
0.01388;43.48879686
0.01389;43.50559806
0.0139;43.52238795
0.01391;43.53916654
0.01392;43.55593384
0.01393;43.57268985
0.01394;43.5894346
0.01395;43.6061681
0.01396;43.62289034
0.01397;43.63960136
0.01398;43.65630115
0.01399;43.67298972
0.014;43.6896671
0.01401;43.70633328
0.01402;43.72298828
0.01403;43.73963212
0.01404;43.7562648
0.01405;43.77288633
0.01406;43.78949673
0.01407;43.806096
0.01408;43.82268416
0.01409;43.83926122
0.0141;43.85582719
0.01411;43.87238207
0.01412;43.88892589
0.01413;43.90545864
0.01414;43.92198035
0.01415;43.93849102
0.01416;43.95499067
0.01417;43.9714793
0.01418;43.98795693
0.01419;44.00442356
0.0142;44.02087921
0.01421;44.03732388
0.01422;44.0537576
0.01423;44.07018036
0.01424;44.08659219
0.01425;44.10299308
0.01426;44.11938306
0.01427;44.13576213
0.01428;44.1521303
0.01429;44.16848758
0.0143;44.18483399
0.01431;44.20116954
0.01432;44.21749423
0.01433;44.23380807
0.01434;44.25011109
0.01435;44.26640328
0.01436;44.28268465
0.01437;44.29895523
0.01438;44.31521501
0.01439;44.33146402
0.0144;44.34770225
0.01441;44.36392973
0.01442;44.38014645
0.01443;44.39635244
0.01444;44.4125477
0.01445;44.42873224
0.01446;44.44490607
0.01447;44.46106921
0.01448;44.47722166
0.01449;44.49336343
0.0145;44.50949454
0.01451;44.525615
0.01452;44.5417248
0.01453;44.55782398
0.01454;44.57391253
0.01455;44.58999046
0.01456;44.60605779
0.01457;44.62211453
0.01458;44.63816069
0.01459;44.65419627
0.0146;44.67022129
0.01461;44.68623576
0.01462;44.70223968
0.01463;44.71823307
0.01464;44.73421594
0.01465;44.7501883
0.01466;44.76615016
0.01467;44.78210153
0.01468;44.79804241
0.01469;44.81397283
0.0147;44.82989278
0.01471;44.84580228
0.01472;44.86170134
0.01473;44.87758998
0.01474;44.89346819
0.01475;44.90933599
0.01476;44.92519338
0.01477;44.94104039
0.01478;44.95687702
0.01479;44.97270328
0.0148;44.98851918
0.01481;45.00432472
0.01482;45.02011993
0.01483;45.03590481
0.01484;45.05167936
0.01485;45.0674436
0.01486;45.08319755
0.01487;45.0989412
0.01488;45.11467457
0.01489;45.13039767
0.0149;45.14611051
0.01491;45.16181309
0.01492;45.17750544
0.01493;45.19318755
0.01494;45.20885944
0.01495;45.22452112
0.01496;45.2401726
0.01497;45.25581388
0.01498;45.27144498
0.01499;45.28706591
0.015;45.30267667
0.01501;45.31827728
0.01502;45.33386775
0.01503;45.34944808
0.01504;45.36501828
0.01505;45.38057838
0.01506;45.39612836
0.01507;45.41166825
0.01508;45.42719806
0.01509;45.44271778
0.0151;45.45822744
0.01511;45.47372705
0.01512;45.4892166
0.01513;45.50469612
0.01514;45.52016561
0.01515;45.53562508
0.01516;45.55107454
0.01517;45.566514
0.01518;45.58194347
0.01519;45.59736296
0.0152;45.61277248
0.01521;45.62817203
0.01522;45.64356164
0.01523;45.6589413
0.01524;45.67431102
0.01525;45.68967082
0.01526;45.70502071
0.01527;45.72036069
0.01528;45.73569078
0.01529;45.75101098
0.0153;45.7663213
0.01531;45.78162175
0.01532;45.79691235
0.01533;45.81219309
0.01534;45.827464
0.01535;45.84272508
0.01536;45.85797633
0.01537;45.87321777
0.01538;45.88844941
0.01539;45.90367126
0.0154;45.91888332
0.01541;45.9340856
0.01542;45.94927813
0.01543;45.96446089
0.01544;45.97963391
0.01545;45.99479718
0.01546;46.00995073
0.01547;46.02509456
0.01548;46.04022868
0.01549;46.0553531
0.0155;46.07046783
0.01551;46.08557287
0.01552;46.10066824
0.01553;46.11575394
0.01554;46.13082998
0.01555;46.14589638
0.01556;46.16095315
0.01557;46.17600028
0.01558;46.19103779
0.01559;46.2060657
0.0156;46.221084
0.01561;46.23609271
0.01562;46.25109183
0.01563;46.26608138
0.01564;46.28106136
0.01565;46.29603179
0.01566;46.31099267
0.01567;46.32594401
0.01568;46.34088582
0.01569;46.35581811
0.0157;46.37074089
0.01571;46.38565417
0.01572;46.40055795
0.01573;46.41545224
0.01574;46.43033706
0.01575;46.44521241
0.01576;46.4600783
0.01577;46.47493474
0.01578;46.48978174
0.01579;46.50461931
0.0158;46.51944746
0.01581;46.53426619
0.01582;46.54907551
0.01583;46.56387544
0.01584;46.57866597
0.01585;46.59344713
0.01586;46.60821892
0.01587;46.62298134
0.01588;46.63773441
0.01589;46.65247814
0.0159;46.66721253
0.01591;46.68193759
0.01592;46.69665333
0.01593;46.71135977
0.01594;46.7260569
0.01595;46.74074474
0.01596;46.75542329
0.01597;46.77009257
0.01598;46.78475258
0.01599;46.79940333
0.016;46.81404484
0.01601;46.8286771
0.01602;46.84330013
0.01603;46.85791393
0.01604;46.87251852
0.01605;46.8871139
0.01606;46.90170008
0.01607;46.91627708
0.01608;46.93084489
0.01609;46.94540352
0.0161;46.959953
0.01611;46.97449331
0.01612;46.98902448
0.01613;47.00354651
0.01614;47.01805941
0.01615;47.03256319
0.01616;47.04705785
0.01617;47.06154341
0.01618;47.07601987
0.01619;47.09048724
0.0162;47.10494553
0.01621;47.11939474
0.01622;47.1338349
0.01623;47.148266
0.01624;47.16268805
0.01625;47.17710106
0.01626;47.19150504
0.01627;47.2059
0.01628;47.22028595
0.01629;47.23466289
0.0163;47.24903083
0.01631;47.26338979
0.01632;47.27773976
0.01633;47.29208076
0.01634;47.3064128
0.01635;47.32073588
0.01636;47.33505001
0.01637;47.3493552
0.01638;47.36365147
0.01639;47.3779388
0.0164;47.39221723
0.01641;47.40648674
0.01642;47.42074736
0.01643;47.43499909
0.01644;47.44924193
0.01645;47.4634759
0.01646;47.477701
0.01647;47.49191725
0.01648;47.50612464
0.01649;47.52032319
0.0165;47.53451291
0.01651;47.5486938
0.01652;47.56286588
0.01653;47.57702914
0.01654;47.5911836
0.01655;47.60532927
0.01656;47.61946616
0.01657;47.63359426
0.01658;47.6477136
0.01659;47.66182417
0.0166;47.67592599
0.01661;47.69001906
0.01662;47.7041034
0.01663;47.71817901
0.01664;47.73224589
0.01665;47.74630406
0.01666;47.76035352
0.01667;47.77439429
0.01668;47.78842637
0.01669;47.80244976
0.0167;47.81646448
0.01671;47.83047053
0.01672;47.84446792
0.01673;47.85845666
0.01674;47.87243676
0.01675;47.88640822
0.01676;47.90037106
0.01677;47.91432527
0.01678;47.92827088
0.01679;47.94220788
0.0168;47.95613628
0.01681;47.97005609
0.01682;47.98396733
0.01683;47.99786999
0.01684;48.01176408
0.01685;48.02564962
0.01686;48.03952661
0.01687;48.05339505
0.01688;48.06725496
0.01689;48.08110635
0.0169;48.09494921
0.01691;48.10878357
0.01692;48.12260942
0.01693;48.13642677
0.01694;48.15023564
0.01695;48.16403602
0.01696;48.17782794
0.01697;48.19161138
0.01698;48.20538637
0.01699;48.21915291
0.017;48.23291101
0.01701;48.24666067
0.01702;48.2604019
0.01703;48.27413471
0.01704;48.28785912
0.01705;48.30157511
0.01706;48.31528271
0.01707;48.32898192
0.01708;48.34267275
0.01709;48.3563552
0.0171;48.37002929
0.01711;48.38369501
0.01712;48.39735239
0.01713;48.41100141
0.01714;48.42464211
0.01715;48.43827447
0.01716;48.45189851
0.01717;48.46551423
0.01718;48.47912165
0.01719;48.49272077
0.0172;48.50631159
0.01721;48.51989413
0.01722;48.53346839
0.01723;48.54703438
0.01724;48.56059211
0.01725;48.57414158
0.01726;48.58768281
0.01727;48.60121579
0.01728;48.61474054
0.01729;48.62825707
0.0173;48.64176537
0.01731;48.65526547
0.01732;48.66875735
0.01733;48.68224105
0.01734;48.69571655
0.01735;48.70918387
0.01736;48.72264302
0.01737;48.73609399
0.01738;48.74953681
0.01739;48.76297147
0.0174;48.77639799
0.01741;48.78981637
0.01742;48.80322662
0.01743;48.81662874
0.01744;48.83002275
0.01745;48.84340864
0.01746;48.85678643
0.01747;48.87015613
0.01748;48.88351774
0.01749;48.89687127
0.0175;48.91021672
0.01751;48.92355411
0.01752;48.93688344
0.01753;48.95020471
0.01754;48.96351794
0.01755;48.97682313
0.01756;48.99012029
0.01757;49.00340943
0.01758;49.01669054
0.01759;49.02996365
0.0176;49.04322876
0.01761;49.05648587
0.01762;49.06973499
0.01763;49.08297612
0.01764;49.09620929
0.01765;49.10943448
0.01766;49.12265172
0.01767;49.135861
0.01768;49.14906234
0.01769;49.16225573
0.0177;49.1754412
0.01771;49.18861873
0.01772;49.20178835
0.01773;49.21495006
0.01774;49.22810386
0.01775;49.24124976
0.01776;49.25438778
0.01777;49.26751791
0.01778;49.28064016
0.01779;49.29375454
0.0178;49.30686106
0.01781;49.31995973
0.01782;49.33305054
0.01783;49.34613351
0.01784;49.35920865
0.01785;49.37227595
0.01786;49.38533544
0.01787;49.39838711
0.01788;49.41143097
0.01789;49.42446703
0.0179;49.4374953
0.01791;49.45051577
0.01792;49.46352847
0.01793;49.4765334
0.01794;49.48953055
0.01795;49.50251995
0.01796;49.51550159
0.01797;49.52847549
0.01798;49.54144164
0.01799;49.55440006
0.018;49.56735076
0.01801;49.58029373
0.01802;49.59322899
0.01803;49.60615655
0.01804;49.61907641
0.01805;49.63198857
0.01806;49.64489304
0.01807;49.65778984
0.01808;49.67067897
0.01809;49.68356042
0.0181;49.69643422
0.01811;49.70930037
0.01812;49.72215887
0.01813;49.73500973
0.01814;49.74785295
0.01815;49.76068855
0.01816;49.77351653
0.01817;49.7863369
0.01818;49.79914966
0.01819;49.81195482
0.0182;49.82475239
0.01821;49.83754237
0.01822;49.85032478
0.01823;49.8630996
0.01824;49.87586686
0.01825;49.88862656
0.01826;49.90137871
0.01827;49.91412331
0.01828;49.92686037
0.01829;49.93958989
0.0183;49.95231189
0.01831;49.96502637
0.01832;49.97773333
0.01833;49.99043278
0.01834;50.00312473
0.01835;50.01580919
0.01836;50.02848616
0.01837;50.04115564
0.01838;50.05381765
0.01839;50.06647219
0.0184;50.07911927
0.01841;50.09175889
0.01842;50.10439106
0.01843;50.11701578
0.01844;50.12963307
0.01845;50.14224293
0.01846;50.15484537
0.01847;50.16744038
0.01848;50.18002799
0.01849;50.19260819
0.0185;50.20518099
0.01851;50.2177464
0.01852;50.23030442
0.01853;50.24285506
0.01854;50.25539833
0.01855;50.26793423
0.01856;50.28046278
0.01857;50.29298396
0.01858;50.3054978
0.01859;50.3180043
0.0186;50.33050346
0.01861;50.34299529
0.01862;50.3554798
0.01863;50.36795699
0.01864;50.38042688
0.01865;50.39288945
0.01866;50.40534473
0.01867;50.41779272
0.01868;50.43023343
0.01869;50.44266685
0.0187;50.455093
0.01871;50.46751188
0.01872;50.47992351
0.01873;50.49232788
0.01874;50.504725
0.01875;50.51711488
0.01876;50.52949752
0.01877;50.54187294
0.01878;50.55424113
0.01879;50.5666021
0.0188;50.57895586
0.01881;50.59130242
0.01882;50.60364178
0.01883;50.61597395
0.01884;50.62829893
0.01885;50.64061673
0.01886;50.65292735
0.01887;50.66523081
0.01888;50.67752711
0.01889;50.68981625
0.0189;50.70209823
0.01891;50.71437308
0.01892;50.72664079
0.01893;50.73890136
0.01894;50.75115482
0.01895;50.76340115
0.01896;50.77564037
0.01897;50.78787248
0.01898;50.80009748
0.01899;50.8123154
0.019;50.82452622
0.01901;50.83672996
0.01902;50.84892663
0.01903;50.86111622
0.01904;50.87329875
0.01905;50.88547422
0.01906;50.89764263
0.01907;50.909804
0.01908;50.92195832
0.01909;50.93410561
0.0191;50.94624587
0.01911;50.95837911
0.01912;50.97050533
0.01913;50.98262454
0.01914;50.99473674
0.01915;51.00684194
0.01916;51.01894015
0.01917;51.03103137
0.01918;51.04311561
0.01919;51.05519287
0.0192;51.06726316
0.01921;51.07932649
0.01922;51.09138285
0.01923;51.10343227
0.01924;51.11547474
0.01925;51.12751027
0.01926;51.13953886
0.01927;51.15156052
0.01928;51.16357526
0.01929;51.17558308
0.0193;51.18758399
0.01931;51.19957799
0.01932;51.2115651
0.01933;51.22354531
0.01934;51.23551863
0.01935;51.24748506
0.01936;51.25944462
0.01937;51.27139731
0.01938;51.28334314
0.01939;51.2952821
0.0194;51.30721421
0.01941;51.31913947
0.01942;51.33105789
0.01943;51.34296947
0.01944;51.35487422
0.01945;51.36677215
0.01946;51.37866325
0.01947;51.39054754
0.01948;51.40242503
0.01949;51.41429571
0.0195;51.42615959
0.01951;51.43801668
0.01952;51.44986699
0.01953;51.46171052
0.01954;51.47354727
0.01955;51.48537726
0.01956;51.49720048
0.01957;51.50901694
0.01958;51.52082666
0.01959;51.53262962
0.0196;51.54442585
0.01961;51.55621534
0.01962;51.56799811
0.01963;51.57977415
0.01964;51.59154347
0.01965;51.60330608
0.01966;51.61506198
0.01967;51.62681118
0.01968;51.63855369
0.01969;51.6502895
0.0197;51.66201864
0.01971;51.67374109
0.01972;51.68545687
0.01973;51.69716598
0.01974;51.70886843
0.01975;51.72056422
0.01976;51.73225337
0.01977;51.74393586
0.01978;51.75561172
0.01979;51.76728094
0.0198;51.77894353
0.01981;51.7905995
0.01982;51.80224885
0.01983;51.81389159
0.01984;51.82552772
0.01985;51.83715725
0.01986;51.84878019
0.01987;51.86039653
0.01988;51.87200629
0.01989;51.88360947
0.0199;51.89520607
0.01991;51.9067961
0.01992;51.91837958
0.01993;51.92995649
0.01994;51.94152685
0.01995;51.95309066
0.01996;51.96464793
0.01997;51.97619867
0.01998;51.98774287
0.01999;51.99928055
0.02;52.01081171
0.02001;52.02233635
0.02002;52.03385449
0.02003;52.04536612
0.02004;52.05687125
0.02005;52.06836988
0.02006;52.07986203
0.02007;52.0913477
0.02008;52.10282689
0.02009;52.11429961
0.0201;52.12576586
0.02011;52.13722564
0.02012;52.14867898
0.02013;52.16012586
0.02014;52.1715663
0.02015;52.18300029
0.02016;52.19442785
0.02017;52.20584899
0.02018;52.21726369
0.02019;52.22867198
0.0202;52.24007386
0.02021;52.25146932
0.02022;52.26285838
0.02023;52.27424105
0.02024;52.28561732
0.02025;52.2969872
0.02026;52.30835071
0.02027;52.31970783
0.02028;52.33105858
0.02029;52.34240297
0.0203;52.35374099
0.02031;52.36507266
0.02032;52.37639798
0.02033;52.38771695
0.02034;52.39902958
0.02035;52.41033588
0.02036;52.42163584
0.02037;52.43292948
0.02038;52.4442168
0.02039;52.45549781
0.0204;52.4667725
0.02041;52.47804089
0.02042;52.48930298
0.02043;52.50055878
0.02044;52.51180829
0.02045;52.52305151
0.02046;52.53428846
0.02047;52.54551913
0.02048;52.55674353
0.02049;52.56796167
0.0205;52.57917355
0.02051;52.59037918
0.02052;52.60157856
0.02053;52.6127717
0.02054;52.62395859
0.02055;52.63513926
0.02056;52.64631369
0.02057;52.65748191
0.02058;52.6686439
0.02059;52.67979969
0.0206;52.69094926
0.02061;52.70209264
0.02062;52.71322981
0.02063;52.72436079
0.02064;52.73548559
0.02065;52.7466042
0.02066;52.75771663
0.02067;52.76882289
0.02068;52.77992299
0.02069;52.79101692
0.0207;52.80210469
0.02071;52.81318631
0.02072;52.82426179
0.02073;52.83533112
0.02074;52.84639431
0.02075;52.85745137
0.02076;52.8685023
0.02077;52.87954711
0.02078;52.8905858
0.02079;52.90161838
0.0208;52.91264485
0.02081;52.92366522
0.02082;52.93467949
0.02083;52.94568766
0.02084;52.95668975
0.02085;52.96768575
0.02086;52.97867568
0.02087;52.98965953
0.02088;53.00063731
0.02089;53.01160903
0.0209;53.02257469
0.02091;53.0335343
0.02092;53.04448785
0.02093;53.05543536
0.02094;53.06637684
0.02095;53.07731227
0.02096;53.08824168
0.02097;53.09916507
0.02098;53.11008243
0.02099;53.12099378
0.021;53.13189911
0.02101;53.14279844
0.02102;53.15369177
0.02103;53.16457911
0.02104;53.17546045
0.02105;53.18633581
0.02106;53.19720518
0.02107;53.20806858
0.02108;53.21892601
0.02109;53.22977747
0.0211;53.24062296
0.02111;53.2514625
0.02112;53.26229609
0.02113;53.27312373
0.02114;53.28394542
0.02115;53.29476118
0.02116;53.305571
0.02117;53.31637489
0.02118;53.32717286
0.02119;53.33796491
0.0212;53.34875104
0.02121;53.35953126
0.02122;53.37030558
0.02123;53.381074
0.02124;53.39183652
0.02125;53.40259315
0.02126;53.41334389
0.02127;53.42408875
0.02128;53.43482773
0.02129;53.44556085
0.0213;53.45628809
0.02131;53.46700947
0.02132;53.47772499
0.02133;53.48843466
0.02134;53.49913847
0.02135;53.50983645
0.02136;53.52052858
0.02137;53.53121488
0.02138;53.54189534
0.02139;53.55256998
0.0214;53.5632388
0.02141;53.57390181
0.02142;53.584559
0.02143;53.59521038
0.02144;53.60585596
0.02145;53.61649574
0.02146;53.62712973
0.02147;53.63775792
0.02148;53.64838034
0.02149;53.65899697
0.0215;53.66960783
0.02151;53.68021292
0.02152;53.69081224
0.02153;53.7014058
0.02154;53.7119936
0.02155;53.72257565
0.02156;53.73315195
0.02157;53.74372251
0.02158;53.75428733
0.02159;53.76484641
0.0216;53.77539977
0.02161;53.7859474
0.02162;53.7964893
0.02163;53.8070255
0.02164;53.81755598
0.02165;53.82808075
0.02166;53.83859982
0.02167;53.84911319
0.02168;53.85962087
0.02169;53.87012286
0.0217;53.88061916
0.02171;53.89110978
0.02172;53.90159473
0.02173;53.91207401
0.02174;53.92254762
0.02175;53.93301556
0.02176;53.94347785
0.02177;53.95393449
0.02178;53.96438547
0.02179;53.97483081
0.0218;53.98527051
0.02181;53.99570458
0.02182;54.00613301
0.02183;54.01655582
0.02184;54.026973
0.02185;54.03738457
0.02186;54.04779052
0.02187;54.05819086
0.02188;54.0685856
0.02189;54.07897474
0.0219;54.08935828
0.02191;54.09973623
0.02192;54.11010859
0.02193;54.12047537
0.02194;54.13083657
0.02195;54.14119219
0.02196;54.15154225
0.02197;54.16188674
0.02198;54.17222567
0.02199;54.18255904
0.022;54.19288686
0.02201;54.20320913
0.02202;54.21352586
0.02203;54.22383705
0.02204;54.2341427
0.02205;54.24444282
0.02206;54.25473742
0.02207;54.26502649
0.02208;54.27531005
0.02209;54.28558809
0.0221;54.29586062
0.02211;54.30612765
0.02212;54.31638918
0.02213;54.32664521
0.02214;54.33689575
0.02215;54.3471408
0.02216;54.35738036
0.02217;54.36761445
0.02218;54.37784306
0.02219;54.38806621
0.0222;54.39828388
0.02221;54.4084961
0.02222;54.41870285
0.02223;54.42890415
0.02224;54.4391
0.02225;54.44929041
0.02226;54.45947538
0.02227;54.4696549
0.02228;54.479829
0.02229;54.48999767
0.0223;54.50016091
0.02231;54.51031873
0.02232;54.52047114
0.02233;54.53061814
0.02234;54.54075972
0.02235;54.55089591
0.02236;54.5610267
0.02237;54.57115209
0.02238;54.58127209
0.02239;54.5913867
0.0224;54.60149593
0.02241;54.61159979
0.02242;54.62169827
0.02243;54.63179138
0.02244;54.64187912
0.02245;54.6519615
0.02246;54.66203853
0.02247;54.6721102
0.02248;54.68217652
0.02249;54.6922375
0.0225;54.70229313
0.02251;54.71234343
0.02252;54.7223884
0.02253;54.73242804
0.02254;54.74246235
0.02255;54.75249135
0.02256;54.76251503
0.02257;54.77253339
0.02258;54.78254645
0.02259;54.7925542
0.0226;54.80255666
0.02261;54.81255382
0.02262;54.82254568
0.02263;54.83253226
0.02264;54.84251356
0.02265;54.85248957
0.02266;54.86246031
0.02267;54.87242578
0.02268;54.88238598
0.02269;54.89234092
0.0227;54.9022906
0.02271;54.91223502
0.02272;54.92217419
0.02273;54.93210812
0.02274;54.9420368
0.02275;54.95196025
0.02276;54.96187845
0.02277;54.97179143
0.02278;54.98169918
0.02279;54.99160171
0.0228;55.00149901
0.02281;55.01139111
0.02282;55.02127799
0.02283;55.03115966
0.02284;55.04103614
0.02285;55.05090741
0.02286;55.06077349
0.02287;55.07063437
0.02288;55.08049007
0.02289;55.09034059
0.0229;55.10018592
0.02291;55.11002608
0.02292;55.11986107
0.02293;55.1296909
0.02294;55.13951555
0.02295;55.14933505
0.02296;55.1591494
0.02297;55.16895859
0.02298;55.17876263
0.02299;55.18856153
0.023;55.19835529
0.02301;55.20814392
0.02302;55.21792741
0.02303;55.22770578
0.02304;55.23747902
0.02305;55.24724714
0.02306;55.25701014
0.02307;55.26676803
0.02308;55.27652081
0.02309;55.28626849
0.0231;55.29601107
0.02311;55.30574855
0.02312;55.31548093
0.02313;55.32520823
0.02314;55.33493044
0.02315;55.34464757
0.02316;55.35435962
0.02317;55.3640666
0.02318;55.37376851
0.02319;55.38346535
0.0232;55.39315713
0.02321;55.40284385
0.02322;55.41252552
0.02323;55.42220214
0.02324;55.43187371
0.02325;55.44154023
0.02326;55.45120172
0.02327;55.46085817
0.02328;55.47050959
0.02329;55.48015598
0.0233;55.48979735
0.02331;55.4994337
0.02332;55.50906503
0.02333;55.51869134
0.02334;55.52831265
0.02335;55.53792896
0.02336;55.54754026
0.02337;55.55714656
0.02338;55.56674787
0.02339;55.5763442
0.0234;55.58593553
0.02341;55.59552188
0.02342;55.60510326
0.02343;55.61467965
0.02344;55.62425108
0.02345;55.63381754
0.02346;55.64337904
0.02347;55.65293557
0.02348;55.66248715
0.02349;55.67203378
0.0235;55.68157546
0.02351;55.69111219
0.02352;55.70064398
0.02353;55.71017083
0.02354;55.71969275
0.02355;55.72920974
0.02356;55.73872181
0.02357;55.74822895
0.02358;55.75773117
0.02359;55.76722847
0.0236;55.77672086
0.02361;55.78620835
0.02362;55.79569093
0.02363;55.80516861
0.02364;55.81464139
0.02365;55.82410928
0.02366;55.83357228
0.02367;55.8430304
0.02368;55.85248363
0.02369;55.86193198
0.0237;55.87137546
0.02371;55.88081407
0.02372;55.89024781
0.02373;55.89967668
0.02374;55.90910069
0.02375;55.91851985
0.02376;55.92793416
0.02377;55.93734361
0.02378;55.94674822
0.02379;55.95614798
0.0238;55.96554291
0.02381;55.974933
0.02382;55.98431826
0.02383;55.9936987
0.02384;56.0030743
0.02385;56.01244509
0.02386;56.02181106
0.02387;56.03117222
0.02388;56.04052857
0.02389;56.04988011
0.0239;56.05922684
0.02391;56.06856878
0.02392;56.07790593
0.02393;56.08723828
0.02394;56.09656584
0.02395;56.10588862
0.02396;56.11520661
0.02397;56.12451983
0.02398;56.13382827
0.02399;56.14313195
0.024;56.15243085
0.02401;56.161725
0.02402;56.17101438
0.02403;56.180299
0.02404;56.18957888
0.02405;56.198854
0.02406;56.20812438
0.02407;56.21739001
0.02408;56.22665091
0.02409;56.23590707
0.0241;56.2451585
0.02411;56.2544052
0.02412;56.26364717
0.02413;56.27288443
0.02414;56.28211696
0.02415;56.29134479
0.02416;56.3005679
0.02417;56.3097863
0.02418;56.319
0.02419;56.328209
0.0242;56.3374133
0.02421;56.34661291
0.02422;56.35580783
0.02423;56.36499806
0.02424;56.37418361
0.02425;56.38336448
0.02426;56.39254067
0.02427;56.40171219
0.02428;56.41087904
0.02429;56.42004123
0.0243;56.42919875
0.02431;56.43835161
0.02432;56.44749982
0.02433;56.45664338
0.02434;56.46578228
0.02435;56.47491655
0.02436;56.48404617
0.02437;56.49317115
0.02438;56.50229149
0.02439;56.51140721
0.0244;56.5205183
0.02441;56.52962476
0.02442;56.5387266
0.02443;56.54782382
0.02444;56.55691643
0.02445;56.56600443
0.02446;56.57508782
0.02447;56.5841666
0.02448;56.59324079
0.02449;56.60231038
0.0245;56.61137537
0.02451;56.62043577
0.02452;56.62949158
0.02453;56.63854281
0.02454;56.64758946
0.02455;56.65663153
0.02456;56.66566903
0.02457;56.67470196
0.02458;56.68373032
0.02459;56.69275411
0.0246;56.70177335
0.02461;56.71078802
0.02462;56.71979815
0.02463;56.72880372
0.02464;56.73780474
0.02465;56.74680122
0.02466;56.75579316
0.02467;56.76478057
0.02468;56.77376344
0.02469;56.78274177
0.0247;56.79171559
0.02471;56.80068487
0.02472;56.80964964
0.02473;56.81860989
0.02474;56.82756562
0.02475;56.83651684
0.02476;56.84546356
0.02477;56.85440577
0.02478;56.86334348
0.02479;56.87227669
0.0248;56.88120541
0.02481;56.89012964
0.02482;56.89904937
0.02483;56.90796463
0.02484;56.9168754
0.02485;56.92578169
0.02486;56.93468351
0.02487;56.94358086
0.02488;56.95247374
0.02489;56.96136215
0.0249;56.9702461
0.02491;56.9791256
0.02492;56.98800064
0.02493;56.99687122
0.02494;57.00573736
0.02495;57.01459905
0.02496;57.0234563
0.02497;57.03230911
0.02498;57.04115748
0.02499;57.05000142
0.025;57.05884093
0.02501;57.06767601
0.02502;57.07650668
0.02503;57.08533292
0.02504;57.09415474
0.02505;57.10297215
0.02506;57.11178515
0.02507;57.12059374
0.02508;57.12939793
0.02509;57.13819772
0.0251;57.14699311
0.02511;57.15578411
0.02512;57.16457071
0.02513;57.17335293
0.02514;57.18213076
0.02515;57.19090421
0.02516;57.19967328
0.02517;57.20843798
0.02518;57.2171983
0.02519;57.22595426
0.0252;57.23470585
0.02521;57.24345307
0.02522;57.25219594
0.02523;57.26093445
0.02524;57.2696686
0.02525;57.27839841
0.02526;57.28712387
0.02527;57.29584498
0.02528;57.30456176
0.02529;57.31327419
0.0253;57.32198229
0.02531;57.33068606
0.02532;57.33938551
0.02533;57.34808062
0.02534;57.35677142
0.02535;57.36545789
0.02536;57.37414005
0.02537;57.3828179
